
0.00028, -0.00628, 0.00314, 0.00469, 0.00000, 0.00000, 0.00000, 0.00000, -0.00629, 0.00314, 0.00469, -0.00122, 0.00093, -0.00001
0.00696, -0.00628, 0.00314, 0.00408, 0.00000, 0.00000, -0.09232, -25.89172, -0.00643, 0.00292, 0.00453, -0.08128, -0.12383, -0.03425
0.01363, -0.00942, 0.00314, 0.00390, -0.47101, 0.00000, -0.02638, -20.69690, -0.00780, 0.00248, 0.00419, -0.17535, -0.20292, -0.05852
0.02030, -0.00942, 0.00000, 0.00284, 0.00000, -0.47101, -0.15827, -41.24744, -0.00903, 0.00078, 0.00350, -0.30175, -0.40811, -0.10911
0.02697, -0.01257, -0.00314, 0.00240, -0.47101, -0.47101, -0.06594, -30.29565, -0.01132, -0.00201, 0.00274, -0.40298, -0.55419, -0.13869
0.03364, -0.01571, -0.00628, 0.00135, -0.47097, -0.47101, -0.15827, -28.94962, -0.01422, -0.00534, 0.00178, -0.49899, -0.68454, -0.16728
0.04031, -0.01885, -0.01257, 0.00021, -0.47101, -0.94202, -0.17145, -30.67253, -0.01750, -0.01018, 0.00066, -0.59453, -0.84123, -0.19691
0.04699, -0.02199, -0.01885, -0.00085, -0.47101, -0.94199, -0.15827, -20.95972, -0.02099, -0.01598, -0.00054, -0.65110, -0.94990, -0.21395
0.05366, -0.02513, -0.02513, -0.00191, -0.47101, -0.94202, -0.15827, -7.47606, -0.02449, -0.02222, -0.00175, -0.65872, -0.98781, -0.21516
0.06033, -0.03142, -0.03142, -0.00287, -0.94195, -0.94195, -0.14508, 6.23604, -0.02898, -0.02853, -0.00287, -0.64630, -0.95626, -0.20077
0.06700, -0.03456, -0.03770, -0.00410, -0.47108, -0.94202, -0.18464, 2.80007, -0.03297, -0.03475, -0.00399, -0.63575, -0.94647, -0.19188
0.07367, -0.03770, -0.04398, -0.00525, -0.47094, -0.94202, -0.17146, 7.37198, -0.03660, -0.04095, -0.00507, -0.60576, -0.91705, -0.17937
0.08035, -0.04398, -0.05027, -0.00613, -0.94202, -0.94202, -0.13189, 15.59239, -0.04107, -0.04704, -0.00603, -0.57394, -0.85147, -0.15796
0.08702, -0.04712, -0.05655, -0.00718, -0.47105, -0.94202, -0.15827, 9.39096, -0.04498, -0.05303, -0.00695, -0.55477, -0.82584, -0.14525
0.09369, -0.05027, -0.06283, -0.00815, -0.47097, -0.94199, -0.14508, 12.24798, -0.04855, -0.05903, -0.00783, -0.52279, -0.79217, -0.13111
0.10036, -0.05341, -0.06912, -0.00903, -0.47105, -0.94202, -0.13189, 19.60357, -0.05184, -0.06499, -0.00864, -0.46740, -0.72844, -0.11078
0.10704, -0.05655, -0.07226, -0.00965, -0.47097, -0.47101, -0.09232, 28.63472, -0.05488, -0.06970, -0.00931, -0.38726, -0.60416, -0.08145
0.11371, -0.05969, -0.07540, -0.01017, -0.47097, -0.47101, -0.07913, 26.85832, -0.05772, -0.07348, -0.00983, -0.32061, -0.48799, -0.05521
0.12038, -0.05969, -0.07854, -0.01061, 0.00000, -0.47094, -0.06594, 19.81699, -0.05936, -0.07671, -0.01023, -0.25982, -0.41283, -0.03758
0.12705, -0.06283, -0.08168, -0.01088, -0.47101, -0.47108, -0.03957, 26.24385, -0.06132, -0.07964, -0.01052, -0.19572, -0.31185, -0.01379
0.13372, -0.06283, -0.08482, -0.01097, 0.00000, -0.47094, -0.01319, 23.58828, -0.06240, -0.08234, -0.01067, -0.13005, -0.23499, 0.00700
0.14040, -0.06283, -0.08482, -0.01079, 0.00000, 0.00000, 0.02638, 31.86185, -0.06286, -0.08380, -0.01063, -0.03509, -0.10228, 0.03703
0.14707, -0.06283, -0.08482, -0.01044, 0.00000, 0.00000, 0.05276, 34.06366, -0.06285, -0.08432, -0.01038, 0.06281, 0.04181, 0.06937
0.15374, -0.06283, -0.08482, -0.00982, 0.00000, 0.00000, 0.09232, 32.82119, -0.06255, -0.08421, -0.00991, 0.14891, 0.17192, 0.10084
0.16041, -0.06283, -0.08168, -0.00894, 0.00000, 0.47094, 0.13189, 29.79418, -0.06210, -0.08264, -0.00920, 0.21619, 0.30028, 0.13003
0.16708, -0.05969, -0.07854, -0.00815, 0.47101, 0.47108, 0.11870, 15.30219, -0.06053, -0.08018, -0.00839, 0.25348, 0.35828, 0.14298
0.17376, -0.05655, -0.07540, -0.00710, 0.47097, 0.47094, 0.15827, 11.85427, -0.05829, -0.07731, -0.00745, 0.28960, 0.40045, 0.15338
0.18043, -0.05341, -0.07226, -0.00586, 0.47097, 0.47101, 0.18464, 14.16755, -0.05561, -0.07421, -0.00639, 0.33779, 0.45394, 0.16774
0.18710, -0.05341, -0.06912, -0.00454, 0.00000, 0.47101, 0.19783, 18.94500, -0.05372, -0.07090, -0.00520, 0.37665, 0.52840, 0.18786
0.19377, -0.05027, -0.06597, -0.00323, 0.47105, 0.47101, 0.19783, 8.98651, -0.05130, -0.06747, -0.00391, 0.39112, 0.54652, 0.19735
0.20044, -0.04712, -0.06283, -0.00182, 0.47097, 0.47101, 0.21102, 7.78714, -0.04857, -0.06409, -0.00254, 0.40682, 0.55599, 0.20581
0.20712, -0.04398, -0.05655, -0.00032, 0.47105, 0.94199, 0.22421, 11.06830, -0.04564, -0.05963, -0.00111, 0.43557, 0.60523, 0.21800
0.21379, -0.04084, -0.05341, 0.00117, 0.47094, 0.47097, 0.22421, 5.41577, -0.04257, -0.05551, 0.00038, 0.44637, 0.61311, 0.22401
0.22046, -0.03770, -0.04712, 0.00276, 0.47108, 0.94202, 0.23740, 6.32928, -0.03943, -0.05060, 0.00192, 0.46037, 0.64341, 0.23123
0.22713, -0.03142, -0.04398, 0.00425, 0.94202, 0.47105, 0.22421, -0.35672, -0.03515, -0.04625, 0.00347, 0.47759, 0.62524, 0.23078
0.23380, -0.02827, -0.04084, 0.00601, 0.47094, 0.47094, 0.26378, 15.72050, -0.03117, -0.04231, 0.00510, 0.53633, 0.68125, 0.24828
0.24048, -0.02513, -0.03456, 0.00786, 0.47101, 0.94202, 0.29015, 26.12584, -0.02727, -0.03731, 0.00687, 0.61759, 0.80481, 0.27659
