46.11610, 0.00314, -0.00314, -0.00155, 0.00000, 0.00000, 0.00000, 0.00000, 0.00314, -0.00314, -0.00155, -0.00071, 0.00026, 0.00000 
46.12278, 0.00314, -0.00314, -0.00129, 0.00000, 0.00000, 0.03957, 16.49831, 0.00289, -0.00319, -0.00139, 0.07367, 0.01509, 0.02867 
46.12945, 0.00314, -0.00314, -0.00111, 0.00000, 0.00000, 0.02638, 16.33036, 0.00245, -0.00335, -0.00124, 0.20661, 0.06260, 0.03962 
46.13612, 0.00628, -0.00314, -0.00085, 0.47101, 0.00000, 0.03957, 16.14029, 0.00517, -0.00348, -0.00102, 0.33350, 0.10279, 0.05224 
46.14279, 0.00628, 0.00000, -0.00032, 0.00000, 0.47101, 0.07913, 26.68571, 0.00500, -0.00098, -0.00059, 0.38203, 0.29302, 0.08035 
46.14946, 0.00628, 0.00314, 0.00029, 0.00000, 0.47101, 0.09232, 26.45125, 0.00452, 0.00167, -0.00006, 0.52806, 0.43948, 0.10555 
46.15614, 0.00942, 0.00628, 0.00073, 0.47094, 0.47101, 0.06594, 9.08030, 0.00739, 0.00466, 0.00037, 0.60692, 0.48472, 0.10812 
46.16281, 0.01257, 0.00942, 0.00144, 0.47101, 0.47094, 0.10551, 8.98958, 0.01030, 0.00767, 0.00105, 0.67867, 0.52432, 0.11624 
46.16948, 0.01257, 0.01257, 0.00223, 0.00000, 0.47101, 0.11870, 12.95122, 0.00995, 0.01063, 0.00180, 0.78520, 0.57961, 0.12869 
46.17615, 0.01571, 0.01571, 0.00276, 0.47101, 0.47101, 0.07913, -1.87462, 0.01281, 0.01383, 0.00235, 0.86732, 0.56064, 0.12192 
46.18282, 0.01885, 0.01885, 0.00346, 0.47101, 0.47101, 0.10551, -0.74170, 0.01582, 0.01700, 0.00306, 0.90812, 0.55122, 0.11967 
46.18950, 0.02199, 0.02199, 0.00425, 0.47101, 0.47101, 0.11870, 3.83068, 0.01871, 0.02009, 0.00384, 0.98063, 0.56611, 0.12328 
46.19617, 0.02513, 0.02827, 0.00504, 0.47101, 0.94202, 0.11870, 10.22690, 0.02175, 0.02608, 0.00460, 1.01050, 0.65334, 0.13298 
46.20284, 0.02513, 0.03142, 0.00575, 0.00000, 0.47097, 0.10551, 1.79666, 0.02130, 0.02923, 0.00531, 1.14690, 0.65347, 0.13274 
46.20951, 0.02827, 0.03456, 0.00592, 0.47101, 0.47101, 0.02638, -26.68571, 0.02447, 0.03282, 0.00559, 1.13679, 0.51650, 0.09915 
46.21618, 0.03142, 0.03770, 0.00654, 0.47097, 0.47101, 0.09232, -24.41393, 0.02782, 0.03634, 0.00629, 1.07737, 0.40231, 0.07449 
46.22285, 0.03142, 0.04084, 0.00716, 0.00000, 0.47101, 0.09232, -10.53429, 0.02786, 0.03960, 0.00694, 1.06552, 0.36560, 0.06509 
46.22953, 0.03456, 0.04398, 0.00716, 0.47101, 0.47101, 0.00000, -23.84050, 0.03113, 0.04307, 0.00703, 1.02432, 0.26637, 0.03761 
46.23620, 0.03456, 0.04398, 0.00724, 0.00000, 0.00000, 0.01319, -25.01291, 0.03120, 0.04350, 0.00720, 1.00324, 0.13789, 0.01111 
46.24287, 0.03456, 0.04398, 0.00742, 0.00000, 0.00000, 0.02638, -17.71276, 0.03121, 0.04377, 0.00744, 0.99998, 0.05414, -0.00600 
46.24954, 0.03456, 0.04398, 0.00724, 0.00000, 0.00000, -0.02638, -17.67270, 0.03126, 0.04403, 0.00732, 0.98700, -0.02367, -0.02485 
46.25621, 0.03456, 0.04398, 0.00707, 0.00000, 0.00000, -0.02638, -20.93269, 0.03136, 0.04433, 0.00722, 0.95697, -0.11320, -0.04612 
46.26289, 0.03456, 0.04398, 0.00663, 0.00000, 0.00000, -0.06594, -25.79850, 0.03158, 0.04469, 0.00687, 0.88903, -0.22149, -0.07312 
46.26956, 0.03142, 0.04084, 0.00628, -0.47101, -0.47101, -0.05276, -23.19581, 0.02844, 0.04194, 0.00660, 0.89060, -0.33814, -0.09606 
46.27623, 0.03142, 0.04084, 0.00575, 0.00000, 0.00000, -0.07913, -18.23268, 0.02869, 0.04214, 0.00613, 0.81573, -0.39690, -0.11388 
46.28291, 0.02827, 0.03770, 0.00496, -0.47097, -0.47101, -0.11870, -18.50172, 0.02550, 0.03928, 0.00540, 0.82878, -0.48074, -0.13315 
46.28958, 0.02513, 0.03456, 0.00390, -0.47101, -0.47101, -0.15827, -26.66129, 0.02251, 0.03654, 0.00444, 0.78329, -0.60134, -0.16145 
46.29625, 0.02513, 0.03142, 0.00276, 0.00000, -0.47101, -0.17145, -26.06141, 0.02276, 0.03378, 0.00339, 0.70695, -0.71301, -0.18847 
46.30292, 0.02199, 0.02513, 0.00188, -0.47101, -0.94199, -0.13189, -12.55169, 0.01965, 0.02770, 0.00255, 0.69844, -0.77659, -0.19952 
46.30959, 0.01571, 0.02199, 0.00082, -0.94202, -0.47101, -0.15827, 1.61261, 0.01318, 0.02446, 0.00148, 0.75754, -0.74429, -0.19686 
46.31627, 0.01257, 0.01571, -0.00085, -0.47101, -0.94202, -0.25059, -19.54308, 0.01001, 0.01851, -0.00012, 0.76761, -0.84464, -0.21895 
46.32294, 0.00942, 0.01257, -0.00191, -0.47101, -0.47101, -0.15827, -13.51652, 0.00705, 0.01552, -0.00114, 0.70875, -0.88741, -0.23110 
