
41.91211, -0.00314, 0.00314, 0.00117, 0.00000, 0.00000, 0.00000
41.91878, -0.00314, 0.00314, 0.00091, 0.00000, 0.00000, -0.03957
41.92545, -0.00314, 0.00314, 0.00073, 0.00000, 0.00000, -0.02638
41.93212, -0.00314, 0.00000, 0.00047, 0.00000, -0.47101, -0.03957
41.93879, -0.00314, 0.00000, 0.00038, 0.00000, 0.00000, -0.01319
41.94547, -0.00628, 0.00000, 0.00012, -0.47101, 0.00000, -0.03957
41.95214, -0.00628, -0.00314, -0.00050, 0.00000, -0.47101, -0.09232
41.95881, -0.00628, -0.00314, -0.00059, 0.00000, 0.00000, -0.01319
41.96548, -0.00942, -0.00628, -0.00094, -0.47101, -0.47101, -0.05276
41.97215, -0.00942, -0.00942, -0.00138, 0.00000, -0.47101, -0.06594
41.97882, -0.01257, -0.00942, -0.00155, -0.47101, 0.00000, -0.02638
41.98550, -0.01257, -0.01257, -0.00226, 0.00000, -0.47101, -0.10551
41.99217, -0.01257, -0.01257, -0.00243, 0.00000, 0.00000, -0.02638
41.99884, -0.01571, -0.01571, -0.00279, -0.47097, -0.47097, -0.05276
42.00551, -0.01571, -0.01885, -0.00331, 0.00000, -0.47101, -0.07913
42.01218, -0.01885, -0.01885, -0.00358, -0.47101, 0.00000, -0.03957
42.01886, -0.01885, -0.02199, -0.00402, 0.00000, -0.47101, -0.06594
42.02553, -0.02199, -0.02199, -0.00437, -0.47101, 0.00000, -0.05276
42.03220, -0.02199, -0.02513, -0.00516, 0.00000, -0.47101, -0.11870
42.03887, -0.02513, -0.02827, -0.00534, -0.47101, -0.47101, -0.02638
42.04554, -0.02513, -0.02827, -0.00604, 0.00000, 0.00000, -0.10551
42.05222, -0.02827, -0.03142, -0.00648, -0.47101, -0.47094, -0.06594
42.05889, -0.02827, -0.03456, -0.00727, 0.00000, -0.47108, -0.11870
42.06556, -0.03142, -0.03770, -0.00762, -0.47094, -0.47094, -0.05276
42.07223, -0.03456, -0.04084, -0.00815, -0.47108, -0.47108, -0.07913
42.07890, -0.03770, -0.04398, -0.00903, -0.47094, -0.47094, -0.13189
42.08558, -0.03770, -0.05027, -0.00956, 0.00000, -0.94202, -0.07913
42.09225, -0.04084, -0.05341, -0.00991, -0.47108, -0.47105, -0.05276
42.09892, -0.04398, -0.05655, -0.01026, -0.47094, -0.47097, -0.05276
42.10559, -0.04712, -0.05969, -0.01061, -0.47105, -0.47097, -0.05276
42.11226, -0.04712, -0.05969, -0.01088, 0.00000, 0.00000, -0.03957
42.11893, -0.04712, -0.06283, -0.01105, 0.00000, -0.47101, -0.02638
42.12561, -0.05027, -0.06283, -0.01088, -0.47097, 0.00000, 0.02638
42.13228, -0.05027, -0.06283, -0.01097, 0.00000, 0.00000, -0.01319
42.13895, -0.05027, -0.06597, -0.01097, 0.00000, -0.47101, 0.00000
42.14562, -0.05027, -0.06597, -0.01070, 0.00000, 0.00000, 0.03957
42.15229, -0.05027, -0.06597, -0.01026, 0.00000, 0.00000, 0.06594
42.15897, -0.05027, -0.06283, -0.00991, 0.00000, 0.47101, 0.05276
42.16564, -0.05027, -0.06283, -0.00956, 0.00000, 0.00000, 0.05276
42.17231, -0.05027, -0.06283, -0.00912, 0.00000, 0.00000, 0.06594
42.17899, -0.05027, -0.06283, -0.00859, 0.00000, 0.00000, 0.07913
42.18566, -0.05027, -0.06283, -0.00806, 0.00000, 0.00000, 0.07913
42.19233, -0.05027, -0.06283, -0.00780, 0.00000, 0.00000, 0.03957
42.19900, -0.05027, -0.06283, -0.00718, 0.00000, 0.00000, 0.09232
42.20567, -0.05027, -0.06283, -0.00666, 0.00000, 0.00000, 0.07913
42.21235, -0.05027, -0.06283, -0.00622, 0.00000, 0.00000, 0.06594
42.21902, -0.05027, -0.06283, -0.00578, 0.00000, 0.00000, 0.06594
42.22569, -0.05027, -0.06283, -0.00542, 0.00000, 0.00000, 0.05276
42.23236, -0.05341, -0.06597, -0.00498, -0.47105, -0.47101, 0.06594
42.23903, -0.05341, -0.06597, -0.00472, 0.00000, 0.00000, 0.03957
42.24570, -0.05341, -0.06912, -0.00437, 0.00000, -0.47101, 0.05276
42.25238, -0.05655, -0.06912, -0.00393, -0.47097, 0.00000, 0.06594
42.25905, -0.05655, -0.07226, -0.00375, 0.00000, -0.47101, 0.02638
42.26572, -0.05655, -0.07226, -0.00323, 0.00000, 0.00000, 0.07913
42.27239, -0.05969, -0.07540, -0.00270, -0.47097, -0.47101, 0.07913
42.27906, -0.05969, -0.07854, -0.00226, 0.00000, -0.47094, 0.06594
42.28574, -0.05969, -0.07854, -0.00155, 0.00000, 0.00000, 0.10551
42.29241, -0.05969, -0.07854, -0.00067, 0.00000, 0.00000, 0.13189
42.29908, -0.05969, -0.07854, 0.00021, 0.00000, 0.00000, 0.13189
42.30575, -0.05969, -0.07854, 0.00135, 0.00000, 0.00000, 0.17145
42.31242, -0.05969, -0.07854, 0.00258, 0.00000, 0.00000, 0.18464
42.31910, -0.05969, -0.07540, 0.00390, 0.00000, 0.47094, 0.19783
42.32577, -0.05655, -0.07540, 0.00522, 0.47097, 0.00000, 0.19783
42.33244, -0.05655, -0.07226, 0.00680, 0.00000, 0.47101, 0.23740
42.33911, -0.05341, -0.06912, 0.00830, 0.47097, 0.47101, 0.22421
42.34578, -0.05027, -0.06597, 0.01006, 0.47105, 0.47101, 0.26378
42.35246, -0.05027, -0.06283, 0.01173, 0.00000, 0.47101, 0.25059
42.35913, -0.04712, -0.05969, 0.01323, 0.47097, 0.47101, 0.22421
42.36580, -0.04398, -0.05655, 0.01498, 0.47105, 0.47097, 0.26378
42.37247, -0.04398, -0.05655, 0.01666, 0.00000, 0.00000, 0.25059
42.37914, -0.04084, -0.05341, 0.01833, 0.47094, 0.47097, 0.25059
42.38581, -0.04084, -0.05027, 0.02000, 0.00000, 0.47105, 0.25059
42.39249, -0.03770, -0.05027, 0.02167, 0.47108, 0.00000, 0.25059
42.39916, -0.03770, -0.04712, 0.02343, 0.00000, 0.47097, 0.26378
42.40583, -0.03456, -0.04712, 0.02510, 0.47094, 0.00000, 0.23740
42.41250, -0.03456, -0.04398, 0.02704, 0.00000, 0.47105, 0.29015
42.41917, -0.03456, -0.04398, 0.02862, 0.00000, 0.00000, 0.23740
42.42585, -0.03142, -0.04398, 0.03038, 0.47108, 0.00000, 0.26378
