34.94711, 0.00000, -0.00314, 0.00038, 0.00000, 0.00000, 0.00000, 0.00000, -0.00314, 0.00038, -0.00092, -0.00090, -0.00001, 0.00186, -0.33312, 0.00000, 0.33834, 0.00208, 0.00009, -0.00630, 0.06441, 0.00000, 0.95471, 0.00488, 0.00011, -0.00003, 0.00047, 0.00134, -0.00053, 0.00001, -0.00666, 0.00642, 99.97268, -0.00043, -101.01685, -0.52172, -0.01182, -0.04450, -18.57200, 0.00008, 18.95168, 1.09694, 0.00220, -0.00030, -0.13933, 0.00334, 0.14218, 0.00073, 1.00004
34.95378, 0.00000, -0.00314, 0.00047, 0.00000, 0.00000, 0.01319, -0.00006, -0.00323, 0.00045, 0.01786, 0.02778, 0.00595, 0.00032, -0.66662, -0.00000, 0.66479, -0.22403, -0.00173, -0.00061, 0.12194, -0.00000, -1.14210, 0.02218, 0.00021, 0.00003, 0.00094, -0.00136, -0.00089, 0.00030, -0.00668, 0.66205, -0.00568, -0.00081, -0.02236, 0.15974, 0.00125, -0.08107, -0.28214, 0.00015, -0.24299, 0.98763, -0.00009, -0.00066, -0.00215, -0.01001, -0.00181, -0.00010, 0.99993
34.96046, 0.00000, -0.00314, 0.00056, 0.00000, 0.00000, 0.01319, -0.00017, -0.00327, 0.00052, 0.04970, 0.04037, 0.01108, -0.00916, 0.50545, 0.00002, -0.49615, 0.43788, 0.00337, 0.00878, 0.01042, -0.00000, 1.01242, -0.06745, -0.00047, -0.00002, 0.00009, 0.00143, -0.00012, -0.00054, -0.00666, -0.66333, 49.32367, 0.00058, -49.45730, 3.45241, 0.02395, 0.08574, -39.08532, 0.00003, 39.99282, -1.55913, -0.01760, 0.00069, -0.30095, 0.00334, 0.30794, -0.01971, 0.99989
34.96713, 0.00000, -0.00314, 0.00073, 0.00000, 0.00000, 0.02638, -0.00031, -0.00349, 0.00065, 0.09241, 0.10616, 0.02458, 0.01908, -1.00568, -0.00006, 0.98880, -0.81514, -0.00622, -0.01790, 0.38285, 0.00001, -1.41119, 0.20949, 0.00163, 0.00000, 0.00294, -0.00145, -0.00293, 0.00173, -0.00667, 0.99357, 0.63432, -0.00140, -0.91894, 0.96967, 0.00741, -0.35546, -0.61233, 0.00060, -0.23337, 0.79750, -0.00153, -0.00274, -0.00469, -0.01001, -0.00181, -0.00155, 0.99992
34.97380, 0.00314, 0.00000, 0.00100, 0.47101, 0.47101, 0.03957, 0.00288, -0.00078, 0.00087, 0.07778, 0.23435, 0.03682, -0.03227, 0.89038, 0.00012, -0.86159, 1.11497, 0.00848, 0.02972, -0.22568, -0.00003, 1.25908, -0.31206, -0.00229, 0.00003, -0.00170, 0.00151, 0.00171, -0.00240, -0.00668, -0.99310, 35.05851, 0.00120, -35.00639, 9.05179, 0.06648, 0.36604, -46.16787, -0.00039, 47.46556, -10.09243, -0.08119, 0.00277, -0.35876, 0.00334, 0.36885, -0.08613, 0.99939
34.98047, 0.00314, 0.00000, 0.00047, 0.00000, 0.00000, -0.07913, 0.00316, -0.00033, 0.00044, -0.00662, 0.09957, 0.01004, 0.04621, -1.25643, -0.00019, 1.21658, -1.63537, -0.01236, -0.04271, 0.69417, 0.00005, -1.73574, 0.64538, 0.00485, -0.00008, 0.00533, -0.00154, -0.00537, 0.00505, -0.00664, 1.23287, 1.45991, -0.00214, -1.75022, 2.58663, 0.01951, -0.69223, -1.05111, 0.00155, -0.11567, 0.21394, -0.00594, -0.00523, -0.00792, -0.01000, -0.00114, -0.00580, 0.99989
34.98714, 0.00314, 0.00000, 0.00065, 0.00000, 0.00000, 0.02638, 0.00339, 0.00003, 0.00069, -0.07640, -0.00771, -0.01188, -0.06251, 1.15052, 0.00030, -1.09705, 1.97562, 0.01487, 0.05897, -0.52356, -0.00010, 1.57216, -0.80129, -0.00588, 0.00015, -0.00398, 0.00160, 0.00402, -0.00611, -0.00670, -1.23279, 31.55136, 0.00190, -31.55663, 16.60943, 0.12188, 0.71049, -50.05590, -0.00129, 51.76105, -23.67409, -0.18059, 0.00526, -0.39118, 0.00333, 0.40453, -0.19242, 0.99861
34.99382, 0.00314, 0.00000, 0.00047, 0.00000, 0.00000, -0.02638, 0.00360, 0.00034, 0.00057, -0.13678, -0.10134, -0.03091, 0.07951, -1.49169, -0.00043, 1.42595, -2.65598, -0.01988, -0.07658, 1.03799, 0.00016, -2.09714, 1.38834, 0.01027, -0.00023, 0.00798, -0.00163, -0.00805, 0.01073, -0.00660, 1.45626, 2.46294, -0.00322, -2.66374, 5.22440, 0.03900, -1.07496, -1.62807, 0.00320, 0.10733, -0.97019, -0.01481, -0.00796, -0.01192, -0.00999, 0.00002, -0.01398, 0.99983
35.00049, 0.00314, 0.00000, 0.00012, 0.00000, 0.00000, -0.05276, 0.00383, 0.00049, 0.00027, -0.20628, -0.14758, -0.04696, -0.09869, 1.38432, 0.00059, -1.30407, 3.01325, 0.02247, 0.09785, -0.85748, -0.00026, 1.92553, -1.58839, -0.01158, 0.00034, -0.00655, 0.00169, 0.00662, -0.01212, -0.00675, -1.45727, 31.13921, 0.00290, -31.30340, 26.30153, 0.19173, 1.10323, -53.09668, -0.00291, 55.25818, -41.38362, -0.30827, 0.00799, -0.41525, 0.00332, 0.43224, -0.33032, 0.99762
35.00716, 0.00000, -0.00314, -0.00059, -0.47101, -0.47101, -0.10551, 0.00099, -0.00215, -0.00033, -0.29632, -0.29656, -0.07633, 0.11860, -1.73365, -0.00079, 1.64064, -3.88080, -0.02879, -0.12065, 1.41242, 0.00038, -2.49342, 2.48267, 0.01816, -0.00045, 0.01087, -0.00171, -0.01095, 0.01910, -0.00654, 1.68678, 3.70700, -0.00475, -3.76776, 9.23214, 0.06828, -1.50393, -2.40590, 0.00576, 0.48912, -3.06001, -0.03029, -0.01090, -0.01694, -0.00997, 0.00189, -0.02750, 0.99973
