347.77405, -0.00314, -0.23248, 0.06008, -7.06505, 4.23903, 0.00000, -0.00255, -0.22943, 0.06007, -0.17946, -0.95410, 0.00153
347.77448, -0.00314, -0.23248, 0.06008, 0.00000, 0.00000, 0.00000, -0.00174, -0.22971, 0.06008, -0.42104, -0.86876, 0.00188
347.78113, -0.00314, -0.22934, 0.06008, 0.00000, 0.47100, 0.00000, -0.00063, -0.22681, 0.06008, -0.75367, -0.79819, 0.00248
347.78778, 0.00000, -0.22619, 0.06008, 0.47100, 0.47100, 0.00000, 0.00351, -0.22386, 0.06006, -1.05397, -0.74042, 0.00300
347.79443, 0.00000, -0.21991, 0.06008, 0.00000, 0.94201, 0.00000, 0.00492, -0.21777, 0.06007, -1.47625, -0.67995, 0.00430
347.80109, 0.00314, -0.21677, 0.06008, 0.47100, 0.47100, 0.00000, 0.00899, -0.21473, 0.06007, -1.75411, -0.64804, 0.00477
347.80774, 0.00314, -0.21049, 0.06008, 0.00000, 0.94201, 0.00000, 0.01037, -0.20852, 0.06006, -2.16853, -0.62611, 0.00600
347.81439, 0.00628, -0.20420, 0.06008, 0.47100, 0.94201, 0.00000, 0.01497, -0.20220, 0.06006, -2.60555, -0.63719, 0.00728
347.82104, 0.00942, -0.19792, 0.06008, 0.47100, 0.94201, 0.00000, 0.01972, -0.19580, 0.06006, -3.08628, -0.67092, 0.00884
347.82770, 0.00942, -0.19164, 0.06008, 0.00000, 0.94201, 0.00000, 0.02153, -0.18931, 0.06005, -3.62969, -0.72936, 0.01076
347.83438, 0.00942, -0.18535, 0.06008, 0.00000, 0.94201, 0.00000, 0.02366, -0.18271, 0.06004, -4.26968, -0.82394, 0.01323
347.84103, 0.01257, -0.17593, 0.06008, 0.47100, 1.41301, 0.00000, 0.03011, -0.17263, 0.06003, -5.26035, -1.01940, 0.01748
347.84769, 0.01257, -0.16965, 0.06008, 0.00000, 0.94201, 0.00000, 0.03367, -0.16555, 0.06001, -6.32720, -1.25791, 0.02225
347.85434, 0.01571, -0.16022, 0.06008, 0.47100, 1.41301, 0.00000, 0.04273, -0.15462, 0.05998, -8.10225, -1.70588, 0.03070
347.86099, 0.01571, -0.15394, 0.06008, 0.00000, 0.94201, 0.00000, 0.05060, -0.14621, 0.05994, -10.46333, -2.34338, 0.04237
347.86765, 0.01885, -0.14451, 0.06008, 0.47100, 1.41301, 0.00000, 0.06943, -0.13231, 0.05987, -15.16583, -3.68449, 0.06634
347.87430, 0.01885, -0.13509, 0.06008, 0.00000, 1.41301, 0.00000, 0.10400, -0.11279, 0.05969, -25.53347, -6.70974, 0.12040
347.88095, 0.02199, -0.12566, 0.06008, 0.47100, 1.41301, 0.00000, 0.28363, -0.05053, 0.05877, -78.45554, -22.55415, 0.39900
347.88760, 0.02199, -0.11624, 0.06008, 0.00000, 1.41301, 0.00000, -0.31271, -0.21945, 0.06181, 100.37204, 30.93070, -0.54804
347.89429, 0.02199, -0.10681, 0.06008, 0.00000, 1.41301, 0.00000, -0.09143, -0.14374, 0.06080, 34.01603, 11.05602, -0.19844
347.90094, 0.02513, -0.09739, 0.06008, 0.47100, 1.41301, 0.00000, -0.04346, -0.12109, 0.06052, 20.57011, 7.08996, -0.12809
347.90759, 0.02513, -0.08482, 0.06008, 0.00000, 1.88401, 0.00000, -0.02546, -0.10330, 0.06042, 15.17460, 5.52721, -0.10039
347.91425, 0.02513, -0.07540, 0.06008, 0.00000, 1.41301, 0.00000, -0.01465, -0.09079, 0.06036, 11.93185, 4.60214, -0.08398
347.92090, 0.02827, -0.06597, 0.06008, 0.47100, 1.41301, 0.00000, -0.00483, -0.07948, 0.06033, 9.92900, 4.03846, -0.07408
347.92755, 0.02827, -0.05341, 0.06008, 0.00000, 1.88401, 0.00000, -0.00045, -0.06573, 0.06031, 8.61684, 3.68663, -0.06785
347.93420, 0.02827, -0.04398, 0.06008, 0.00000, 1.41301, 0.00000, 0.00311, -0.05533, 0.06029, 7.54821, 3.39664, -0.06286
347.94086, 0.03142, -0.03142, 0.06008, 0.47100, 1.88401, 0.00000, 0.00860, -0.04215, 0.06028, 6.84431, 3.21445, -0.05975
347.94751, 0.03142, -0.02199, 0.06008, 0.00000, 1.41301, 0.00000, 0.01081, -0.03213, 0.06027, 6.18124, 3.03797, -0.05684
347.95416, 0.03142, -0.01257, 0.06008, 0.00000, 1.41301, 0.00000, 0.01262, -0.02223, 0.06027, 5.64010, 2.89514, -0.05456
347.96085, 0.03142, 0.00000, 0.06008, 0.00000, 1.88401, 0.00000, 0.01387, -0.00933, 0.06026, 5.26647, 2.79845, -0.05315
347.96750, 0.03456, 0.00942, 0.06008, 0.47100, 1.41301, 0.00000, 0.01822, 0.00043, 0.06026, 4.90153, 2.69977, -0.05169
347.97415, 0.03456, 0.02199, 0.06008, 0.00000, 1.88401, 0.00000, 0.01910, 0.01324, 0.06025, 4.63928, 2.62712, -0.05081
347.98080, 0.03456, 0.03142, 0.06008, 0.00000, 1.41301, 0.00000, 0.02004, 0.02295, 0.06025, 4.35608, 2.54611, -0.04979
347.98746, 0.03456, 0.04398, 0.06008, 0.00000, 1.88401, 0.00000, 0.02067, 0.03572, 0.06025, 4.16707, 2.48592, -0.04925
347.99411, 0.03456, 0.05341, 0.06008, 0.00000, 1.41301, 0.00000, 0.02140, 0.04538, 0.06024, 3.95098, 2.41731, -0.04853
348.00076, 0.03456, 0.06283, 0.06008, 0.00000, 1.41301, 0.00000, 0.02202, 0.05502, 0.06024, 3.76267, 2.35337, -0.04794
348.00742, 0.03456, 0.07540, 0.06008, 0.00000, 1.88401, 0.00000, 0.02241, 0.06777, 0.06024, 3.64548, 2.30074, -0.04771
348.01407, 0.03456, 0.08482, 0.06008, 0.00000, 1.41301, 0.00000, 0.02290, 0.07740, 0.06024, 3.49858, 2.24119, -0.04730
348.02072, 0.03456, 0.09425, 0.06008, 0.00000, 1.41301, 0.00000, 0.02334, 0.08702, 0.06024, 3.36890, 2.18328, -0.04696
348.02740, 0.03456, 0.10367, 0.06008, 0.00000, 1.41301, 0.00000, 0.02372, 0.09664, 0.06024, 3.25555, 2.12630, -0.04669
348.03406, 0.03456, 0.11310, 0.06008, 0.00000, 1.41301, 0.00000, 0.02405, 0.10626, 0.06024, 3.15606, 2.06963, -0.04648
348.04071, 0.03456, 0.12252, 0.06008, 0.00000, 1.41301, 0.00000, 0.02433, 0.11588, 0.06024, 3.07008, 2.01270, -0.04632
348.04736, 0.03456, 0.13195, 0.06008, 0.00000, 1.41301, 0.00000, 0.02458, 0.12550, 0.06024, 2.99598, 1.95503, -0.04621
348.05402, 0.03456, 0.14137, 0.06008, 0.00000, 1.41301, 0.00000, 0.02479, 0.13513, 0.06024, 2.93378, 1.89610, -0.04616
348.06067, 0.03456, 0.14765, 0.06008, 0.00000, 0.94201, 0.00000, 0.02511, 0.14161, 0.06024, 2.83828, 1.83828, -0.04591
348.06732, 0.03456, 0.15708, 0.06008, 0.00000, 1.41301, 0.00000, 0.02524, 0.15125, 0.06024, 2.79784, 1.77682, -0.04595
348.07397, 0.03456, 0.16336, 0.06008, 0.00000, 0.94201, 0.00000, 0.02549, 0.15773, 0.06024, 2.72282, 1.71819, -0.04579
348.08063, 0.03456, 0.17279, 0.06008, 0.00000, 1.41301, 0.00000, 0.02556, 0.16738, 0.06024, 2.70342, 1.65238, -0.04594
348.08731, 0.03456, 0.17907, 0.06008, 0.00000, 0.94201, 0.00000, 0.02574, 0.17387, 0.06024, 2.64809, 1.59123, -0.04588
348.09396, 0.03456, 0.18535, 0.06008, 0.00000, 0.94201, 0.00000, 0.02589, 0.18036, 0.06024, 2.60243, 1.52882, -0.04587
