
48.33710, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00628, -0.00627, -0.00041, 0.00127, -0.00196, -0.00000
48.34378, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00593, -0.00680, -0.00052, 0.10477, 0.15598, 0.03331
48.35045, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00563, -0.00722, -0.00062, 0.19494, 0.28302, 0.06196
48.35712, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00536, -0.00762, -0.00071, 0.27611, 0.40360, 0.09002
48.36379, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00510, -0.00795, -0.00079, 0.35361, 0.50315, 0.11540
48.37046, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00485, -0.00832, -0.00089, 0.42885, 0.61397, 0.14339
48.37714, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00460, -0.00863, -0.00097, 0.50434, 0.70515, 0.16912
48.38381, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00435, -0.00900, -0.00107, 0.58033, 0.81731, 0.19923
48.39048, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00409, -0.00930, -0.00117, 0.65796, 0.90801, 0.22687
48.39715, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00382, -0.00969, -0.00128, 0.73713, 1.02544, 0.25994
48.40382, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00355, -0.01000, -0.00138, 0.81825, 1.11870, 0.29015
48.41050, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00328, -0.01042, -0.00150, 0.90115, 1.24215, 0.32644
48.41717, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00300, -0.01074, -0.00161, 0.98584, 1.33888, 0.35949
48.42384, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00271, -0.01117, -0.00174, 1.07223, 1.46776, 0.39899
48.43051, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00242, -0.01150, -0.00186, 1.16005, 1.56794, 0.43493
48.43718, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00212, -0.01194, -0.00200, 1.24935, 1.70107, 0.47749
48.44386, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00182, -0.01229, -0.00213, 1.33966, 1.80429, 0.51631
48.45053, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00151, -0.01274, -0.00228, 1.43118, 1.94035, 0.56175
48.45720, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00120, -0.01309, -0.00242, 1.52330, 2.04603, 0.60336
48.46387, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00089, -0.01355, -0.00258, 1.61636, 2.18372, 0.65147
48.47054, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00058, -0.01391, -0.00273, 1.70962, 2.29126, 0.69578
48.47721, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, 0.00027, -0.01437, -0.00290, 1.80359, 2.42944, 0.74636
48.48389, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, -0.00004, -0.01473, -0.00306, 1.89742, 2.53823, 0.79327
48.49056, 0.00628, -0.00628, -0.00041, 0.00000, 0.00000, 0.00000, -0.00036, -0.01519, -0.00323, 1.99173, 2.67590, 0.84613
