
49.00411, 0.00942, 0.00000, 0.00293, 0.00000, 0.00000, 0.00000
49.01078, 0.00942, 0.00000, 0.00328, 0.00000, 0.00000, 0.05276
49.01745, 0.00942, 0.00000, 0.00364, 0.00000, 0.00000, 0.05276
49.02412, 0.00942, 0.00314, 0.00408, 0.00000, 0.47101, 0.06594
49.03079, 0.01257, 0.00628, 0.00452, 0.47101, 0.47101, 0.06594
49.03746, 0.01257, 0.00628, 0.00504, 0.00000, 0.00000, 0.07913
49.04414, 0.01571, 0.00942, 0.00557, 0.47101, 0.47094, 0.07913
49.05081, 0.01885, 0.01257, 0.00628, 0.47101, 0.47101, 0.10551
49.05748, 0.01885, 0.01885, 0.00707, 0.00000, 0.94202, 0.11870
49.06415, 0.02199, 0.02199, 0.00733, 0.47101, 0.47101, 0.03957
49.07082, 0.02513, 0.02513, 0.00795, 0.47101, 0.47101, 0.09232
49.07750, 0.02827, 0.02827, 0.00856, 0.47101, 0.47101, 0.09232
49.08417, 0.02827, 0.03142, 0.00918, 0.00000, 0.47097, 0.09232
49.09084, 0.03142, 0.03456, 0.00935, 0.47097, 0.47101, 0.02638
49.09751, 0.03142, 0.03770, 0.00997, 0.00000, 0.47101, 0.09232
49.10418, 0.03142, 0.03770, 0.00988, 0.00000, 0.00000, -0.01319
49.11086, 0.03456, 0.04084, 0.00997, 0.47101, 0.47101, 0.01319
49.11753, 0.03456, 0.04084, 0.00988, 0.00000, 0.00000, -0.01319
49.12420, 0.03456, 0.04084, 0.00962, 0.00000, 0.00000, -0.03957
49.13087, 0.03142, 0.03770, 0.00953, -0.47101, -0.47101, -0.01319
49.13754, 0.03142, 0.03770, 0.00909, 0.00000, 0.00000, -0.06594
49.14421, 0.03142, 0.03456, 0.00847, 0.00000, -0.47101, -0.09232
49.15089, 0.02827, 0.03456, 0.00812, -0.47097, 0.00000, -0.05276
49.15756, 0.02827, 0.03142, 0.00724, 0.00000, -0.47101, -0.13189
49.16423, 0.02513, 0.02827, 0.00672, -0.47101, -0.47097, -0.07913
49.17090, 0.02199, 0.02513, 0.00601, -0.47101, -0.47101, -0.10551
49.17757, 0.02199, 0.02199, 0.00522, 0.00000, -0.47101, -0.11870
49.18425, 0.01885, 0.02199, 0.00469, -0.47101, 0.00000, -0.07913
49.19092, 0.01885, 0.01885, 0.00381, 0.00000, -0.47101, -0.13189
49.19759, 0.01571, 0.01885, 0.00328, -0.47101, 0.00000, -0.07913
49.20427, 0.01571, 0.01571, 0.00240, 0.00000, -0.47101, -0.13189
49.21094, 0.01571, 0.01571, 0.00188, 0.00000, 0.00000, -0.07913
49.21761, 0.01257, 0.01257, 0.00117, -0.47101, -0.47101, -0.10551
49.22428, 0.01257, 0.01257, 0.00065, 0.00000, 0.00000, -0.07913
49.23095, 0.00942, 0.01257, -0.00006, -0.47101, 0.00000, -0.10551
49.23763, 0.00942, 0.00942, -0.00120, 0.00000, -0.47101, -0.17145
49.24430, 0.00942, 0.00942, -0.00164, 0.00000, 0.00000, -0.06594
49.25097, 0.00628, 0.00628, -0.00261, -0.47094, -0.47094, -0.14508
49.25764, 0.00314, 0.00314, -0.00340, -0.47101, -0.47101, -0.11870
49.26431, 0.00314, 0.00314, -0.00454, 0.00000, 0.00000, -0.17145
49.27098, 0.00000, 0.00000, -0.00534, -0.47101, -0.47101, -0.11870
49.27766, -0.00314, -0.00314, -0.00666, -0.47101, -0.47101, -0.19783
49.28433, -0.00628, -0.00628, -0.00806, -0.47101, -0.47101, -0.21102
49.29100, -0.00942, -0.01257, -0.00938, -0.47101, -0.94202, -0.19783
49.29767, -0.01257, -0.01571, -0.01088, -0.47101, -0.47097, -0.22421
49.30434, -0.01571, -0.02199, -0.01229, -0.47097, -0.94202, -0.21102
49.31102, -0.01885, -0.02827, -0.01378, -0.94202, -0.94202, -0.22421
49.31769, -0.02513, -0.03456, -0.01519, -0.47101, -0.94202, -0.21102
49.32436, -0.02827, -0.03770, -0.01668, -0.47101, -0.47094, -0.22421
49.33103, -0.03142, -0.04398, -0.01809, -0.47094, -0.94202, -0.21102
49.33770, -0.03770, -0.05027, -0.01932, -0.94202, -0.94202, -0.18464
49.34438, -0.04084, -0.05341, -0.02064, -0.47108, -0.47105, -0.19783
49.35105, -0.04398, -0.05969, -0.02196, -0.47094, -0.94195, -0.19783
49.35772, -0.04712, -0.06283, -0.02302, -0.47105, -0.47101, -0.15827
49.36439, -0.05027, -0.06597, -0.02407, -0.47097, -0.47101, -0.15827
49.37106, -0.05027, -0.06912, -0.02495, 0.00000, -0.47101, -0.13189
49.37774, -0.05341, -0.07226, -0.02557, -0.47105, -0.47101, -0.09232
49.38441, -0.05341, -0.07226, -0.02627, 0.00000, 0.00000, -0.10551
49.39108, -0.05655, -0.07226, -0.02671, -0.47097, 0.00000, -0.06594
49.39775, -0.05655, -0.07540, -0.02742, 0.00000, -0.47101, -0.10551
49.40442, -0.05969, -0.07540, -0.02768, -0.47097, 0.00000, -0.03957
49.41109, -0.05969, -0.07540, -0.02830, 0.00000, 0.00000, -0.09232
49.41777, -0.05969, -0.07854, -0.02865, 0.00000, -0.47094, -0.05276
49.42444, -0.06283, -0.07854, -0.02891, -0.47101, 0.00000, -0.03957
49.43111, -0.06283, -0.07854, -0.02944, 0.00000, 0.00000, -0.07913
49.43778, -0.06283, -0.08168, -0.02979, 0.00000, -0.47108, -0.05276
49.44445, -0.06597, -0.08168, -0.02997, -0.47101, 0.00000, -0.02638
49.45113, -0.06597, -0.08482, -0.03085, 0.00000, -0.47094, -0.13189
49.45780, -0.06912, -0.08796, -0.03102, -0.47101, -0.47105, -0.02638
49.46447, -0.07226, -0.09111, -0.03146, -0.47101, -0.47097, -0.06594
49.47115, -0.07226, -0.09425, -0.03208, 0.00000, -0.47101, -0.09232
49.47782, -0.07540, -0.09425, -0.03208, -0.47101, 0.00000, 0.00000
49.48449, -0.07854, -0.09739, -0.03261, -0.47094, -0.47101, -0.07913
49.49116, -0.07854, -0.10053, -0.03313, 0.00000, -0.47101, -0.07913
49.49783, -0.08168, -0.10367, -0.03313, -0.47108, -0.47101, 0.00000
49.50451, -0.08482, -0.10681, -0.03331, -0.47094, -0.47097, -0.02638
49.51118, -0.08482, -0.10681, -0.03366, 0.00000, 0.00000, -0.05276
49.51785, -0.08796, -0.10996, -0.03366, -0.47105, -0.47101, 0.00000
49.52452, -0.08796, -0.11310, -0.03393, 0.00000, -0.47101, -0.03957
