
21.08710, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.13798, -3.13619, -0.37992, -0.69300, -1.03974, -0.01500, -8.98890, 17.67740, 0.10268, -50.63660, 121.09974, 0.59902, 59.70138, -80.74874, -0.68130, 374.55597, -540.92310, -3.06894, 0.30897, -0.42213, 0.00047, 1.75427, -2.81766, -0.01890, -46.49296, 70.21621, 0.53462, -270.96933, 471.38150, 2.53019, 404.59955, -551.40173, -4.61340, 2546.25269, -3644.86865, -20.74247, 2.65224, -3.55934, -0.03030, 16.85741, -23.47702, 0.86521

21.10044, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.13580, -3.13282, -0.37988, -1.34959, -2.05223, -0.02952, 9.65950, -18.92353, -0.11049, 54.19897, -129.55478, -0.63802, -65.11742, 88.39445, 0.73443, -404.37668, 592.54205, 3.27963, -0.33978, 0.46751, -0.00018, -1.93537, 3.12324, 0.00687, 49.80107, -100.75334, -0.56852, 312.22198, -688.92719, -3.44540, -442.05441, 596.77142, 4.98125, -2745.34180, 4047.76001, 22.36032, -2.90118, 3.65587, 0.02606, -18.00130, 24.74604, 1.13948

21.11378, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.13354, -3.12965, -0.37983, -2.02739, -3.00144, -0.04371, -10.37852, 20.60667, 0.11884, -58.33743, 141.11264, 0.69032, 71.00059, -96.67647, -0.79158, 436.64014, -649.72858, -3.50928, 0.37356, -0.51414, -0.00010, 2.12920, -3.44543, -0.02156, -53.48698, 83.40872, 0.61024, -304.84143, 562.83771, 2.89753, 482.68637, -661.01324, -5.37761, 2975.53906, -4393.48828, -23.77916, 3.17041, -4.25640, -0.03530, 19.74456, -28.22713, 0.84602

21.12712, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.13151, -3.12658, -0.37978, -2.63578, -3.92503, -0.05715, 11.15024, -22.07033, -0.12780, 62.39459, -151.07246, -0.73564, -77.39066, 105.84450, 0.85305, -471.74121, 711.74445, 3.75531, -0.41058, 0.56889, 0.00045, -2.34367, 3.81500, 0.00975, 57.23628, -118.92792, -0.64928, 352.48068, -813.54858, -3.98613, -526.86145, 717.60034, 5.80278, -3211.76709, 4873.05615, 25.67749, -3.46501, 4.38631, 0.03143, -21.10093, 29.73034, 1.15907

21.14046, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.12933, -3.12373, -0.37974, -3.29048, -4.77990, -0.07042, -11.97702, 24.04164, 0.13739, -67.11610, 164.60663, 0.79675, 84.33127, -115.80444, -0.91917, 509.74472, -780.39276, -4.02413, 0.45113, -0.62535, -0.00078, 2.57339, -4.20437, -0.02466, -61.42014, 99.16912, 0.69755, -343.93976, 671.81598, 3.34342, 574.79395, -792.68750, -6.26117, 3480.79395, -5292.84082, -27.32744, 3.78366, -5.09289, -0.04107, 23.14624, -33.92969, 0.82377

21.15380, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.12747, -3.12093, -0.37970, -3.84898, -5.62182, -0.08280, 12.86375, -25.76584, -0.14769, 71.74558, -176.36516, -0.84975, -91.86933, 126.80169, 0.99032, -551.06519, 854.90485, 4.31253, -0.49551, 0.69137, 0.00119, -2.82744, 4.65082, 0.01312, 65.67499, -139.55627, -0.74264, 397.96878, -954.98950, -4.60865, -626.88953, 862.51550, 6.75292, -3760.55566, 5862.90088, 29.55286, -4.13221, 5.27170, 0.03764, -24.76193, 35.77279, 1.18201

21.16714, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.12538, -3.11837, -0.37966, -4.47489, -6.39172, -0.09517, -13.81315, 28.06733, 0.15871, -77.12816, 192.16377, 0.92110, 100.05620, -138.77455, -1.06689, 595.82642, -937.30627, -4.62825, 0.54407, -0.75976, -0.00160, 3.09984, -5.12171, -0.02830, -70.42279, 117.93607, 0.79842, -388.95969, 801.33527, 3.88332, 683.42456, -950.85486, -7.28337, 4075.54272, -6373.21582, -31.48926, 4.50928, -6.09732, -0.04774, 27.15599, -40.77950, 0.79788

21.18048, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.12368, -3.11581, -0.37962, -4.98456, -7.15840, -0.10653, 14.83079, -30.10223, -0.17057, 82.41772, -206.06421, -0.98341, -108.94717, 151.96941, 1.14931, -644.47192, 1026.83496, 4.96756, -0.59717, 0.83931, 0.00208, -3.40082, 5.66059, 0.01707, 75.25560, -163.08690, -0.85065, 449.39966, -1116.35034, -5.32739, -744.85522, 1036.37561, 7.85264, -4406.38721, 7050.53027, 34.09845, -4.92157, 6.34378, 0.04481, -29.08630, 43.09010, 1.20898

21.19382, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.12171, -3.11350, -0.37958, -5.57741, -7.85190, -0.11802, -15.91979, 32.78337, 0.18328, -88.55008, 224.46701, 1.06667, 118.60279, -166.35789, -1.23804, 697.19000, -1125.74475, -5.33957, 0.65521, -0.92216, -0.00256, 3.72392, -6.23030, -0.03258, -80.64178, 140.21126, 0.91508, -440.67679, 954.84937, 4.53506, 811.52814, -1140.83691, -8.46699, 4775.71338, -7671.01758, -36.38849, 5.36772, -7.30416, -0.05545, 31.88430, -49.01227, 0.76759

21.20716, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.12016, -3.11118, -0.37955, -6.04095, -8.54920, -0.12841, 17.08644, -35.18738, -0.19695, 94.59921, -240.90930, -1.14024, -129.08827, 182.19304, 1.33359, -754.46338, 1233.31860, 5.74019, -0.71863, 1.01798, 0.00312, -4.08052, 6.88036, 0.02171, 86.13388, -190.05733, -0.97576, 507.59177, -1301.33496, -6.16001, -883.96002, 1245.01794, 9.12664, -5166.54688, 8475.88086, 39.45057, -5.85532, 7.64060, 0.05311, -34.19437, 51.94239, 1.24082

21.22050, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.11831, -3.10910, -0.37951, -6.59788, -9.17406, -0.13904, -18.33435, 38.30645, 0.21161, -101.58221, 262.31680, 1.23741, 140.47475, -199.48099, -1.43651, 816.54999, -1352.04749, -6.17991, 0.78790, -1.11834, -0.00369, 4.46380, -7.56972, -0.03762, -92.24220, 166.57036, 1.05018, -499.95428, 1136.32178, 5.31932, 962.57898, -1369.02161, -9.83888, 5600.04834, -9229.94727, -42.17562, 6.38315, -8.75508, -0.06438, 37.46175, -58.91269, 0.73200

21.23384, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.11690, -3.10699, -0.37948, -7.01881, -9.80743, -0.14854, 19.67063, -41.14744, -0.22741, 108.50311, -281.76620, -1.32452, -152.83907, 218.48758, 1.54741, -883.98383, 1481.30225, 6.65448, -0.86353, 1.23376, 0.00435, -4.88627, 8.35363, 0.02719, 98.48476, -221.09996, -1.12080, 573.47162, -1514.29797, -7.12793, -1047.97607, 1495.45544, 10.60414, -6061.38477, 10186.94336, 45.77526, -6.95974, 9.20800, 0.06272, -40.22812, 62.64302, 1.27855

21.24718, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.11517, -3.10512, -0.37945, -7.53819, -10.37067, -0.15834, -21.09945, 44.77325, 0.24436, -116.45163, 306.65137, 1.43799, 166.26517, -239.25616, -1.66692, 957.10187, -1623.82825, -7.17584, 0.94609, -1.35530, -0.00502, 5.34093, -9.18774, -0.04357, -105.40954, 197.67665, 1.20680, -567.75482, 1350.32166, 6.26016, 1140.67175, -1643.08325, -11.43081, 6570.61816, -11102.52832, -49.03385, 7.58413, -10.50038, -0.07473, 44.04261, -70.82488, 0.68998

21.26052, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.11390, -3.10321, -0.37942, -7.92032, -10.94526, -0.16700, 22.62881, -48.13014, -0.26263, 124.37122, -329.64917, -1.54134, -180.84364, 262.07236, 1.79577, -1036.50232, 1779.13171, 7.73976, -1.03619, 1.49431, 0.00580, -5.84143, 10.13285, 0.03368, 112.50483, -256.95151, -1.28916, 648.08081, -1760.30688, -8.25671, -1241.34875, 1796.10730, 12.31972, -7114.86572, 12241.34180, 53.27472, -8.26587, 11.10117, 0.07387, -47.35514, 75.56945, 1.32341

21.27386, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.11230, -3.10151, -0.37939, -8.40164, -11.45316, -0.17602, -24.26357, 52.34369, 0.28225, -133.41592, 358.56885, 1.67393, 196.67303, -287.01981, -1.93473, 1122.60962, -1950.23389, -8.35970, 1.13449, -1.64145, -0.00659, 6.38068, -11.14200, -0.05064, -120.35209, 234.29770, 1.38859, -645.15375, 1602.13489, 7.38569, 1350.63232, -1972.23914, -13.28044, 7713.41895, -13351.84766, -57.18621, 9.00441, -12.60076, -0.08674, 51.80910, -85.16393, 0.64017

21.28720, -3.14159, -3.14159, -0.38000, 0.00000, 0.00000, 0.00000, -3.11114, -3.09978, -0.37936, -8.74871, -11.97383, -0.18391, 26.01267, -56.30825, -0.30342, 142.47734, -385.74506, -1.79674, -213.86038, 314.41138, 2.08464, -1216.10120, 2136.82861, 9.03171, -1.24171, 1.80887, 0.00750, -6.97356, 12.28132, 0.04139, 128.41452, -298.46588, -1.48478, 732.58362, -2045.23462, -9.57675, -1469.31445, 2157.08423, 14.31440, -8355.19434, 14708.28906, 62.19515, -9.81039, 13.38663, 0.08683, -55.77325, 91.17678, 1.37693

