
35.64111, 0.00314, -0.00314, 0.00284, 0.00000, 0.00000, 0.00000, 0.00314, -0.00314, 0.00284, 0.00063, -0.00098, -0.00000
35.64778, 0.00314, -0.00314, 0.00302, 0.00000, 0.00000, 0.02638, 0.00296, -0.00342, 0.00296, 0.05549, 0.08286, 0.01767
35.65445, 0.00314, -0.00314, 0.00328, 0.00000, 0.00000, 0.03957, 0.00277, -0.00368, 0.00317, 0.11094, 0.16195, 0.03531
35.66112, 0.00314, 0.00000, 0.00355, 0.00000, 0.47101, 0.03957, 0.00260, -0.00086, 0.00337, 0.16171, 0.25914, 0.05305
35.66779, 0.00314, 0.00000, 0.00372, 0.00000, 0.00000, 0.02638, 0.00262, -0.00080, 0.00355, 0.15651, 0.24038, 0.05174
35.67447, 0.00628, 0.00000, 0.00416, 0.47101, 0.00000, 0.06594, 0.00568, -0.00083, 0.00398, 0.18054, 0.24831, 0.05593
35.68114, 0.00628, 0.00314, 0.00460, 0.00000, 0.47101, 0.06594, 0.00550, 0.00200, 0.00436, 0.23305, 0.34133, 0.07365
35.68781, 0.00942, 0.00628, 0.00504, 0.47094, 0.47101, 0.06594, 0.00851, 0.00496, 0.00476, 0.27383, 0.39588, 0.08407
35.69448, 0.00942, 0.00942, 0.00566, 0.00000, 0.47094, 0.09232, 0.00837, 0.00786, 0.00533, 0.31419, 0.46721, 0.09829
35.70115, 0.01257, 0.01257, 0.00601, 0.47101, 0.47101, 0.05276, 0.01152, 0.01105, 0.00569, 0.31117, 0.45268, 0.09502
35.70782, 0.01257, 0.01571, 0.00672, 0.00000, 0.47101, 0.10551, 0.01150, 0.01412, 0.00639, 0.31832, 0.47327, 0.09874
35.71450, 0.01571, 0.01885, 0.00698, 0.47101, 0.47101, 0.03957, 0.01474, 0.01745, 0.00669, 0.28890, 0.41810, 0.08661
35.72117, 0.01571, 0.01885, 0.00760, 0.00000, 0.00000, 0.10551, 0.01479, 0.01755, 0.00732, 0.27435, 0.38613, 0.08284
35.72784, 0.01885, 0.02199, 0.00821, 0.47101, 0.47101, 0.07913, 0.01788, 0.02064, 0.00793, 0.28958, 0.40262, 0.08465
35.73451, 0.01885, 0.02513, 0.00883, 0.00000, 0.47101, 0.09232, 0.01782, 0.02365, 0.00852, 0.30578, 0.44170, 0.09109
35.74118, 0.02199, 0.02827, 0.00900, 0.47101, 0.47101, 0.02638, 0.02105, 0.02695, 0.00874, 0.27835, 0.39134, 0.07904
35.74786, 0.02199, 0.03142, 0.00971, 0.00000, 0.47097, 0.10551, 0.02111, 0.03013, 0.00946, 0.26143, 0.38098, 0.07458
35.75453, 0.02513, 0.03142, 0.00979, 0.47101, 0.00000, 0.01319, 0.02439, 0.03044, 0.00960, 0.21962, 0.28844, 0.05698
35.76120, 0.02513, 0.03456, 0.01050, 0.00000, 0.47101, 0.10551, 0.02432, 0.03341, 0.01028, 0.24008, 0.33915, 0.06408
35.76787, 0.02513, 0.03770, 0.01050, 0.00000, 0.47101, 0.00000, 0.02448, 0.03672, 0.01033, 0.19313, 0.28758, 0.04995
35.77454, 0.02827, 0.03770, 0.01076, 0.47101, 0.00000, 0.03957, 0.02776, 0.03700, 0.01065, 0.15217, 0.20237, 0.03241
35.78122, 0.02827, 0.03770, 0.01103, 0.00000, 0.00000, 0.03957, 0.02782, 0.03709, 0.01094, 0.13291, 0.17473, 0.02605
35.78789, 0.02827, 0.04084, 0.01111, 0.00000, 0.47101, 0.01319, 0.02788, 0.04025, 0.01105, 0.11560, 0.16985, 0.01998
35.79456, 0.02827, 0.04084, 0.01103, 0.00000, 0.00000, -0.01319, 0.02805, 0.04051, 0.01102, 0.06348, 0.09080, 0.00237
35.80123, 0.02827, 0.04084, 0.01085, 0.00000, 0.00000, -0.02638, 0.02822, 0.04076, 0.01090, 0.01347, 0.01550, -0.01518
35.80790, 0.02827, 0.04084, 0.01059, 0.00000, 0.00000, -0.03957, 0.02838, 0.04100, 0.01069, -0.03468, -0.05618, -0.03269
35.81458, 0.02827, 0.04084, 0.01015, 0.00000, 0.00000, -0.06594, 0.02853, 0.04123, 0.01031, -0.08144, -0.12426, -0.05015
35.82125, 0.02827, 0.03770, 0.00971, 0.00000, -0.47101, -0.06594, 0.02868, 0.03838, 0.00993, -0.12615, -0.21036, -0.06773
35.82792, 0.02513, 0.03770, 0.00953, -0.47101, 0.00000, -0.02638, 0.02553, 0.03826, 0.00975, -0.12319, -0.17606, -0.06508
35.83459, 0.02513, 0.03456, 0.00847, 0.00000, -0.47101, -0.15827, 0.02568, 0.03540, 0.00875, -0.16691, -0.26073, -0.08265
35.84126, 0.02199, 0.03456, 0.00830, -0.47101, 0.00000, -0.02638, 0.02258, 0.03537, 0.00858, -0.18003, -0.25091, -0.08541
35.84793, 0.02199, 0.03142, 0.00724, 0.00000, -0.47101, -0.15827, 0.02272, 0.03251, 0.00759, -0.22225, -0.33301, -0.10294
35.85461, 0.01885, 0.02827, 0.00663, -0.47101, -0.47097, -0.09232, 0.01967, 0.02947, 0.00700, -0.24903, -0.36488, -0.11063
35.86128, 0.01571, 0.02513, 0.00575, -0.47101, -0.47101, -0.13189, 0.01667, 0.02652, 0.00616, -0.29155, -0.42021, -0.12338
35.86795, 0.01257, 0.02513, 0.00469, -0.47101, 0.00000, -0.15827, 0.01372, 0.02670, 0.00516, -0.34643, -0.47455, -0.14049
35.87462, 0.01257, 0.01885, 0.00372, 0.00000, -0.94202, -0.14508, 0.01384, 0.02074, 0.00425, -0.38457, -0.57014, -0.15808
35.88129, 0.00942, 0.01571, 0.00284, -0.47101, -0.47101, -0.13189, 0.01070, 0.01755, 0.00337, -0.38287, -0.55566, -0.15754
35.88797, 0.00628, 0.01257, 0.00153, -0.47094, -0.47101, -0.19783, 0.00763, 0.01449, 0.00207, -0.40553, -0.57976, -0.16475
35.89464, 0.00314, 0.00942, 0.00029, -0.47101, -0.47101, -0.18464, 0.00463, 0.01152, 0.00089, -0.44581, -0.63175, -0.17780
35.90131, 0.00000, 0.00314, -0.00111, -0.47101, -0.94195, -0.21102, 0.00166, 0.00555, -0.00046, -0.49922, -0.72502, -0.19550
35.90799, -0.00628, 0.00000, -0.00208, -0.94202, -0.47101, -0.14508, -0.00456, 0.00237, -0.00143, -0.51526, -0.71304, -0.19602
35.91466, -0.00942, -0.00628, -0.00393, -0.47101, -0.94202, -0.27696, -0.00753, -0.00360, -0.00322, -0.56805, -0.80565, -0.21373
35.92133, -0.01257, -0.00942, -0.00525, -0.47101, -0.47101, -0.19783, -0.01052, -0.00655, -0.00449, -0.61153, -0.86200, -0.22863
35.92800, -0.01571, -0.01571, -0.00692, -0.47097, -0.94199, -0.25059, -0.01350, -0.01253, -0.00610, -0.66201, -0.95050, -0.24629
35.93467, -0.02199, -0.02199, -0.00833, -0.94202, -0.94202, -0.21102, -0.01971, -0.01876, -0.00750, -0.68216, -0.96503, -0.24901
35.94135, -0.02513, -0.02827, -0.01026, -0.47101, -0.94202, -0.29015, -0.02272, -0.02482, -0.00939, -0.71969, -1.03349, -0.26264
35.94802, -0.03142, -0.03456, -0.01158, -0.94195, -0.94202, -0.19783, -0.02899, -0.03113, -0.01071, -0.72401, -1.02342, -0.26019
35.95469, -0.03456, -0.04084, -0.01343, -0.47108, -0.94202, -0.27696, -0.03205, -0.03724, -0.01253, -0.74926, -1.07323, -0.26965
35.96136, -0.04084, -0.04712, -0.01475, -0.94202, -0.94199, -0.19783, -0.03835, -0.04361, -0.01387, -0.74358, -1.04820, -0.26363
35.96803, -0.04712, -0.05341, -0.01668, -0.94199, -0.94202, -0.29015, -0.04451, -0.04976, -0.01578, -0.77741, -1.08593, -0.27008
35.97470, -0.05027, -0.06283, -0.01853, -0.47097, -1.41296, -0.27696, -0.04750, -0.05883, -0.01758, -0.82320, -1.18945, -0.28589
35.98138, -0.05655, -0.06912, -0.01976, -0.94202, -0.94202, -0.18464, -0.05392, -0.06537, -0.01887, -0.78330, -1.11119, -0.26841
35.98805, -0.05969, -0.07540, -0.02143, -0.47097, -0.94202, -0.26378, -0.05714, -0.07174, -0.02057, -0.75894, -1.08505, -0.26058
35.99472, -0.06597, -0.08168, -0.02293, -0.94202, -0.94202, -0.21102, -0.06354, -0.07825, -0.02212, -0.72351, -1.01606, -0.24322
36.00139, -0.06912, -0.08796, -0.02451, -0.47101, -0.94199, -0.23740, -0.06674, -0.08458, -0.02373, -0.70463, -1.00061, -0.23589
36.00806, -0.07540, -0.09425, -0.02566, -0.94202, -0.94199, -0.17145, -0.07312, -0.09106, -0.02493, -0.67337, -0.93991, -0.21864
36.01474, -0.07854, -0.10053, -0.02698, -0.47094, -0.94202, -0.19783, -0.07633, -0.09739, -0.02628, -0.65285, -0.92356, -0.20957
36.02141, -0.08168, -0.10367, -0.02803, -0.47108, -0.47101, -0.15827, -0.07962, -0.10078, -0.02739, -0.60822, -0.84924, -0.19208
36.02808, -0.08482, -0.10996, -0.02909, -0.47094, -0.94199, -0.15827, -0.08289, -0.10721, -0.02850, -0.56909, -0.80519, -0.17574
36.03475, -0.08796, -0.11310, -0.03006, -0.47105, -0.47101, -0.14508, -0.08617, -0.11056, -0.02953, -0.52905, -0.73976, -0.15836
36.04142, -0.09111, -0.11624, -0.03085, -0.47097, -0.47101, -0.11870, -0.08943, -0.11391, -0.03038, -0.49125, -0.67856, -0.14104
36.04810, -0.09425, -0.12252, -0.03146, -0.47101, -0.94202, -0.09232, -0.09269, -0.12031, -0.03105, -0.45587, -0.64261, -0.12393
36.05477, -0.09739, -0.12566, -0.03208, -0.47101, -0.47101, -0.09232, -0.09594, -0.12362, -0.03172, -0.42223, -0.58929, -0.10671
36.06144, -0.10053, -0.12881, -0.03252, -0.47101, -0.47101, -0.06594, -0.09919, -0.12693, -0.03222, -0.39060, -0.53961, -0.08954
36.06811, -0.10367, -0.13195, -0.03278, -0.47101, -0.47101, -0.03957, -0.10243, -0.13022, -0.03254, -0.36085, -0.49341, -0.07242
36.07478, -0.10367, -0.13195, -0.03305, 0.00000, 0.00000, -0.03957, -0.10258, -0.13044, -0.03286, -0.31553, -0.42892, -0.05499
36.08146, -0.10681, -0.13509, -0.03313, -0.47097, -0.47094, -0.01319, -0.10581, -0.13371, -0.03301, -0.28934, -0.38916, -0.03795
