
32.19910, -3.14159, -3.14159, -0.00067, 0.00000, 0.00000, 0.00000, -3.13491, -3.13654, -0.00060, -1.61677, -0.93455, -0.01425, 0.00186, -0.33312, 0.00000, 0.33834, 0.00208, 0.00009, -0.00630, 0.06441, 0.00000, 0.95471, 0.00488, 0.00011, -0.00003, 0.00047, 0.00134, -0.00053, 0.00001, -0.00666, 0.00642, 99.97268, -0.00043, -101.01685, -0.52172, -0.01182, -0.04450, -18.57200, 0.00008, 18.95168, 1.09694, 0.00220, -0.00030, -0.13933, 0.00334, 0.14218, 0.00073, 1.00004

32.21244, -3.14159, -3.14159, -0.00067, 0.00000, 0.00000, 0.00000, -3.13258, -3.13288, -0.00055, -2.31559, -2.03150, -0.02970, 0.00032, -0.66662, -0.00000, 0.66479, -0.22403, -0.00173, -0.00061, 0.12194, -0.00000, -1.14210, 0.02218, 0.00021, 0.00003, 0.00094, -0.00136, -0.00089, 0.00030, -0.00668, 0.66205, -0.00568, -0.00081, -0.02236, 0.15974, 0.00125, -0.08107, -0.28214, 0.00015, -0.24299, 0.98763, -0.00009, -0.00066, -0.00215, -0.01001, -0.00181, -0.00010, 0.99993

32.22578, -3.14159, -3.14159, -0.00067, 0.00000, 0.00000, 0.00000, -3.12724, -3.13167, -0.00052, -3.91597, -2.39754, -0.03950, -0.00916, 0.50545, 0.00002, -0.49615, 0.43788, 0.00337, 0.00878, 0.01042, -0.00000, 1.01242, -0.06745, -0.00047, -0.00002, 0.00009, 0.00143, -0.00012, -0.00054, -0.00666, -0.66333, 49.32367, 0.00058, -49.45730, 3.45241, 0.02395, 0.08574, -39.08532, 0.00003, 39.99282, -1.55913, -0.01760, 0.00069, -0.30095, 0.00334, 0.30794, -0.01971, 0.99989

32.23912, -3.14159, -3.14159, -0.00067, 0.00000, 0.00000, 0.00000, -3.12488, -3.12808, -0.00047, -4.62474, -3.47394, -0.05475, 0.01908, -1.00568, -0.00006, 0.98880, -0.81514, -0.00622, -0.01790, 0.38285, 0.00001, -1.41119, 0.20949, 0.00163, 0.00000, 0.00294, -0.00145, -0.00293, 0.00173, -0.00667, 0.99357, 0.63432, -0.00140, -0.91894, 0.96967, 0.00741, -0.35546, -0.61233, 0.00060, -0.23337, 0.79750, -0.00153, -0.00274, -0.00469, -0.01001, -0.00181, -0.00155, 0.99992

32.25246, -3.14159, -3.14159, -0.00067, 0.00000, 0.00000, 0.00000, -3.12005, -3.12795, -0.00044, -6.07539, -3.51350, -0.06193, -0.03227, 0.89038, 0.00012, -0.86159, 1.11497, 0.00848, 0.02972, -0.22568, -0.00003, 1.25908, -0.31206, -0.00229, 0.00003, -0.00170, 0.00151, 0.00171, -0.00240, -0.00668, -0.99310, 35.05851, 0.00120, -35.00639, 9.05179, 0.06648, 0.36604, -46.16787, -0.00039, 47.46556, -10.09243, -0.08119, 0.00277, -0.35876, 0.00334, 0.36885, -0.08613, 0.99939

