
0.00028, 0.00000, -0.00942, 0.00372, 0.00000, 0.00000, 0.00000, 0.00000, -0.00000, -0.00943, 0.00372, -0.00007, -0.00298, -0.00002
0.00695, 0.00000, -0.00942, 0.00399, 0.00000, 0.00000, 0.03957, 22.26534, 0.00012, -0.00925, 0.00382, 0.06788, 0.10256, 0.02526
0.01362, 0.00000, -0.00942, 0.00425, 0.00000, 0.00000, 0.03957, 18.38148, 0.00036, -0.00887, 0.00407, 0.11273, 0.17207, 0.04556
0.02029, 0.00314, -0.00628, 0.00460, 0.47101, 0.47101, 0.05276, 15.31490, 0.00178, -0.00733, 0.00442, 0.18036, 0.25435, 0.06140
0.02696, 0.00314, -0.00628, 0.00513, 0.00000, 0.00000, 0.07913, 20.29367, 0.00287, -0.00613, 0.00488, 0.23850, 0.33477, 0.08241
0.03364, 0.00314, -0.00314, 0.00575, 0.00000, 0.47101, 0.09232, 20.50305, 0.00370, -0.00395, 0.00547, 0.28175, 0.43014, 0.10305
0.04031, 0.00628, 0.00000, 0.00619, 0.47101, 0.47101, 0.06594, 5.57680, 0.00551, -0.00119, 0.00606, 0.29756, 0.45259, 0.10567
0.04698, 0.00942, 0.00314, 0.00689, 0.47094, 0.47101, 0.10551, 4.25826, 0.00785, 0.00178, 0.00670, 0.32004, 0.47096, 0.10796
0.05365, 0.01257, 0.00628, 0.00760, 0.47101, 0.47101, 0.10551, 8.61249, 0.01057, 0.00488, 0.00738, 0.36128, 0.51212, 0.11508
0.06033, 0.01257, 0.01257, 0.00839, 0.00000, 0.94195, 0.11870, 14.90473, 0.01244, 0.00930, 0.00813, 0.39718, 0.60843, 0.12894
0.06700, 0.01571, 0.01571, 0.00891, 0.47101, 0.47101, 0.07913, -5.58101, 0.01482, 0.01344, 0.00883, 0.37608, 0.58489, 0.11937
0.07367, 0.01885, 0.01885, 0.00962, 0.47101, 0.47101, 0.10551, -10.35031, 0.01739, 0.01713, 0.00950, 0.34819, 0.53263, 0.10574
0.08034, 0.02199, 0.02199, 0.01032, 0.47101, 0.47101, 0.10551, -7.02438, 0.02009, 0.02048, 0.01013, 0.33812, 0.49818, 0.09687
0.08701, 0.02199, 0.02827, 0.01103, 0.00000, 0.94202, 0.10551, -0.12325, 0.02182, 0.02481, 0.01075, 0.32991, 0.52550, 0.09627
0.09369, 0.02513, 0.03142, 0.01129, 0.47101, 0.47097, 0.03957, -18.36525, 0.02397, 0.02870, 0.01125, 0.27605, 0.45095, 0.07445
0.10036, 0.02513, 0.03142, 0.01173, 0.00000, 0.00000, 0.06594, -21.28839, 0.02517, 0.03096, 0.01164, 0.20068, 0.33824, 0.05105
0.10703, 0.02827, 0.03456, 0.01208, 0.47101, 0.47101, 0.05276, -20.93517, 0.02684, 0.03319, 0.01193, 0.14802, 0.24413, 0.02964
0.11370, 0.02827, 0.03456, 0.01235, 0.00000, 0.00000, 0.03957, -14.35710, 0.02776, 0.03437, 0.01214, 0.10763, 0.17383, 0.01638
0.12037, 0.02827, 0.03770, 0.01261, 0.00000, 0.47101, 0.03957, -9.98658, 0.02825, 0.03605, 0.01232, 0.07720, 0.14710, 0.00906
0.12705, 0.02827, 0.03770, 0.01252, 0.00000, 0.00000, -0.01319, -18.00574, 0.02844, 0.03701, 0.01239, 0.02001, 0.06951, -0.00794
0.13372, 0.02827, 0.03770, 0.01243, 0.00000, 0.00000, -0.01319, -20.63344, 0.02838, 0.03737, 0.01234, -0.04243, -0.02227, -0.02744
0.14039, 0.02827, 0.03770, 0.01217, 0.00000, 0.00000, -0.03957, -20.24904, 0.02815, 0.03732, 0.01216, -0.09819, -0.10742, -0.04672
0.14706, 0.02827, 0.03456, 0.01182, 0.00000, -0.47101, -0.05276, -18.26534, 0.02783, 0.03591, 0.01185, -0.14140, -0.20015, -0.06382
0.15373, 0.02513, 0.03456, 0.01155, -0.47101, 0.00000, -0.03957, -4.93581, 0.02642, 0.03479, 0.01152, -0.16129, -0.20774, -0.06581
0.16040, 0.02513, 0.03142, 0.01094, 0.00000, -0.47101, -0.09232, -13.29711, 0.02542, 0.03288, 0.01108, -0.19522, -0.27303, -0.07836
0.16708, 0.02199, 0.02827, 0.01041, -0.47101, -0.47097, -0.07913, -5.57398, 0.02358, 0.03037, 0.01058, -0.21910, -0.30458, -0.08288
0.17375, 0.02199, 0.02827, 0.00979, 0.00000, 0.00000, -0.09232, -5.73788, 0.02231, 0.02865, 0.01003, -0.22739, -0.31535, -0.08817
0.18042, 0.01885, 0.02513, 0.00900, -0.47101, -0.47101, -0.11870, -5.18154, 0.02036, 0.02640, 0.00939, -0.24840, -0.33429, -0.09447
0.18709, 0.01885, 0.02199, 0.00821, 0.00000, -0.47101, -0.11870, -8.76615, 0.01902, 0.02375, 0.00868, -0.26404, -0.37745, -0.10513
0.19376, 0.01571, 0.01885, 0.00760, -0.47101, -0.47101, -0.09232, 1.31828, 0.01703, 0.02084, 0.00797, -0.26101, -0.37118, -0.10400
0.20044, 0.01257, 0.01571, 0.00680, -0.47101, -0.47101, -0.11870, 1.93444, 0.01464, 0.01787, 0.00725, -0.26576, -0.36514, -0.10304
0.20711, 0.01257, 0.01257, 0.00592, 0.00000, -0.47101, -0.13189, -2.14373, 0.01307, 0.01484, 0.00647, -0.26463, -0.38240, -0.10752
0.21378, 0.00942, 0.01257, 0.00540, -0.47101, 0.00000, -0.07913, 7.31367, 0.01097, 0.01288, 0.00577, -0.24638, -0.32777, -0.10011
0.22045, 0.00628, 0.00942, 0.00452, -0.47094, -0.47101, -0.13189, -3.55920, 0.00853, 0.01062, 0.00502, -0.27279, -0.34221, -0.10567
0.22713, 0.00628, 0.00628, 0.00355, 0.00000, -0.47094, -0.14508, -12.67591, 0.00684, 0.00795, 0.00418, -0.30718, -0.40895, -0.12178
0.23380, 0.00314, 0.00314, 0.00276, -0.47101, -0.47101, -0.11870, -4.41877, 0.00456, 0.00494, 0.00330, -0.32449, -0.43340, -0.12785
0.24047, 0.00000, 0.00000, 0.00188, -0.47101, -0.47101, -0.13189, -3.55408, 0.00191, 0.00182, 0.00240, -0.34494, -0.45359, -0.13259
0.24714, -0.00314, -0.00314, 0.00091, -0.47101, -0.47101, -0.14508, -6.46437, -0.00098, -0.00139, 0.00146, -0.37749, -0.48794, -0.14042
0.25381, -0.00314, -0.00628, -0.00023, 0.00000, -0.47101, -0.17145, -10.86690, -0.00296, -0.00470, 0.00042, -0.39913, -0.54214, -0.15371
0.26048, -0.00628, -0.00942, -0.00103, -0.47101, -0.47101, -0.11870, -0.02794, -0.00538, -0.00807, -0.00058, -0.39428, -0.53720, -0.15302
0.26716, -0.00942, -0.01257, -0.00208, -0.47101, -0.47101, -0.15827, 1.87683, -0.00804, -0.01133, -0.00159, -0.38995, -0.52242, -0.15094
0.27383, -0.01257, -0.01571, -0.00314, -0.47101, -0.47097, -0.15827, -0.73797, -0.01087, -0.01452, -0.00261, -0.39864, -0.52209, -0.15205
0.28050, -0.01571, -0.01885, -0.00410, -0.47097, -0.47101, -0.14508, -5.32136, -0.01385, -0.01771, -0.00362, -0.42427, -0.54551, -0.15725
0.28717, -0.01885, -0.02199, -0.00534, -0.47101, -0.47101, -0.18464, -10.43617, -0.01698, -0.02098, -0.00473, -0.46597, -0.59339, -0.16895
0.29384, -0.02199, -0.02827, -0.00657, -0.47101, -0.94202, -0.18464, -14.99703, -0.02026, -0.02550, -0.00592, -0.51953, -0.68515, -0.18532
0.30052, -0.02513, -0.03142, -0.00771, -0.47101, -0.47094, -0.17145, -8.03268, -0.02364, -0.02978, -0.00715, -0.54629, -0.72507, -0.19296
0.30719, -0.02827, -0.03770, -0.00912, -0.47101, -0.94202, -0.21102, -6.60185, -0.02701, -0.03489, -0.00846, -0.56523, -0.77180, -0.20001
0.31386, -0.03142, -0.04084, -0.01017, -0.47094, -0.47108, -0.15827, 2.79899, -0.03033, -0.03939, -0.00971, -0.55172, -0.75362, -0.19497
0.32053, -0.03456, -0.04712, -0.01141, -0.47108, -0.94199, -0.18464, 4.37378, -0.03353, -0.04447, -0.01093, -0.53360, -0.74451, -0.18865
0.32721, -0.04084, -0.05027, -0.01237, -0.94202, -0.47097, -0.14508, 12.67118, -0.03776, -0.04879, -0.01204, -0.51561, -0.68082, -0.17244
0.33388, -0.04398, -0.05655, -0.01361, -0.47094, -0.94202, -0.18464, -2.59035, -0.04159, -0.05368, -0.01315, -0.53981, -0.71593, -0.17390
0.34055, -0.04712, -0.05969, -0.01466, -0.47105, -0.47097, -0.15827, -1.95434, -0.04525, -0.05806, -0.01425, -0.55541, -0.73272, -0.17418
0.34722, -0.05027, -0.06597, -0.01580, -0.47097, -0.94202, -0.17145, -3.94323, -0.04877, -0.06318, -0.01536, -0.57276, -0.77463, -0.17684
0.35389, -0.05341, -0.06912, -0.01677, -0.47105, -0.47101, -0.14508, 3.76672, -0.05219, -0.06769, -0.01643, -0.56193, -0.76043, -0.17033
