
38.73010, 0.00942, -0.00314, 0.00460, 0.00000, 0.00000, 0.00000, 0.00000
38.73677, 0.00942, -0.00314, 0.00504, 0.00000, 0.00000, 0.06594, 26.68571
38.74345, 0.00942, -0.00314, 0.00531, 0.00000, 0.00000, 0.03957, 26.68571
38.75012, 0.00942, 0.00000, 0.00584, 0.00000, 0.47101, 0.07913, 26.68571
38.75679, 0.01257, 0.00314, 0.00654, 0.47101, 0.47101, 0.10551, 26.68571
38.76347, 0.01571, 0.00628, 0.00733, 0.47101, 0.47101, 0.11870, 26.68571
38.77014, 0.01571, 0.00942, 0.00830, 0.00000, 0.47094, 0.14508, 26.68571
38.77681, 0.02199, 0.01571, 0.00935, 0.94202, 0.94202, 0.15827, 26.68571
38.78348, 0.02513, 0.02199, 0.01059, 0.47101, 0.94202, 0.18464, 26.68571
38.79015, 0.02827, 0.02827, 0.01191, 0.47101, 0.94202, 0.19783, 26.68571
38.79683, 0.03456, 0.03770, 0.01349, 0.94199, 1.41300, 0.23740, 26.68571
38.80350, 0.04084, 0.04712, 0.01525, 0.94202, 1.41303, 0.26378, 26.68571
38.81017, 0.04712, 0.05655, 0.01710, 0.94202, 1.41296, 0.27696, 26.68571
38.81684, 0.05341, 0.06597, 0.01912, 0.94202, 1.41307, 0.30334, 26.68571
38.82351, 0.05969, 0.07854, 0.02132, 0.94199, 1.88397, 0.32972, 26.68571
38.83018, 0.06597, 0.08796, 0.02369, 0.94202, 1.41303, 0.35610, 26.68571
38.83686, 0.07540, 0.10367, 0.02624, 1.41296, 2.35498, 0.38248, 26.68571
38.84353, 0.08482, 0.11624, 0.02888, 1.41303, 1.88404, 0.39566, 26.68571
38.85020, 0.09425, 0.13195, 0.03179, 1.41303, 2.35502, 0.43523, 26.68571
38.85687, 0.10367, 0.14765, 0.03478, 1.41296, 2.35498, 0.44842, 26.68571
38.86354, 0.11624, 0.16650, 0.03786, 1.88404, 2.82603, 0.47480, 26.68571
38.87022, 0.12566, 0.18535, 0.04129, 1.41300, 2.82606, 0.50118, 26.68571
38.87689, 0.13823, 0.20420, 0.04463, 1.88404, 2.82603, 0.51436, 26.68571
38.88356, 0.15080, 0.22305, 0.04824, 1.88401, 2.82599, 0.52755, 26.68571
38.89023, 0.16336, 0.24504, 0.05202, 1.88404, 3.29704, 0.56712, 26.68571
38.89690, 0.17907, 0.27018, 0.05589, 2.35498, 3.76801, 0.58031, 26.68571
38.90358, 0.19164, 0.29531, 0.05994, 1.88404, 3.76805, 0.60669, 26.68571
38.91025, 0.20735, 0.32044, 0.06416, 2.35498, 3.76801, 0.63306, 26.68571
38.91692, 0.22619, 0.34557, 0.06847, 2.82603, 3.76798, 0.64625, 26.68571
38.92359, 0.24190, 0.37385, 0.07304, 2.35502, 4.71007, 0.68582, 26.68571
38.93026, 0.26075, 0.40527, 0.07771, 2.82599, 4.23906, 0.69901, 26.68571
38.93694, 0.27646, 0.43668, 0.08263, 2.35505, 4.71000, 0.73857, 26.68571
38.94361, 0.29845, 0.47124, 0.08765, 3.29700, 5.18105, 0.75177, 26.68571
38.95028, 0.31730, 0.50580, 0.09275, 2.82603, 5.18101, 0.76495, 26.68571

38.96362, 0.35814, 0.57805, 0.10260, 2.82603, 5.65206, 0.81771, 0.00000

38.97697, 0.40212, 0.65345, 0.11246, 3.29700, 5.65199, 0.76495, 0.00000

38.99031, 0.44611, 0.73513, 0.12213, 3.29708, 6.12303, 0.76496, 0.00000

39.00365, 0.49323, 0.81996, 0.13172, 3.76805, 6.59404, 0.76496, 0.00000

39.01699, 0.54035, 0.91106, 0.14087, 3.76805, 7.06502, 0.72539, 0.00000

39.03034, 0.58748, 1.00845, 0.14975, 3.76798, 7.53606, 0.71220, 0.00000

39.04369, 0.64088, 1.10898, 0.15846, 4.23906, 7.53603, 0.68582, 0.00000

39.05703, 0.69429, 1.21894, 0.16682, 4.23906, 8.00704, 0.64625, 0.00000

39.07038, 0.75084, 1.33832, 0.17491, 4.23903, 8.94904, 0.61988, 0.00000

39.08372, 0.81053, 1.46398, 0.18248, 4.71004, 9.89106, 0.58032, 0.00000

39.09706, 0.87336, 1.59593, 0.18978, 4.71004, 10.36207, 0.55393, 0.00000

39.11041, 0.93934, 1.74044, 0.19691, 4.71000, 10.83309, 0.54074, 0.00000

39.12375, 1.00845, 1.89124, 0.20368, 5.65206, 11.30408, 0.51437, 0.00000

39.13710, 1.08385, 2.05146, 0.21001, 5.65202, 12.24608, 0.47480, 0.00000

39.15044, 1.16239, 2.21796, 0.21591, 6.12307, 12.71709, 0.43523, 0.00000

39.16378, 1.24407, 2.39704, 0.22136, 6.12307, 13.65911, 0.40885, 0.00000

39.17713, 1.33204, 2.57925, 0.22646, 6.59406, 14.13011, 0.38248, 0.00000

39.19047, 1.42628, 2.76774, 0.23113, 7.06502, 14.13011, 0.34291, 0.00000

39.20382, 1.52367, 2.96252, 0.23552, 7.53605, 14.60111, 0.32973, 0.00000

39.21716, 1.62420, -3.12588, 0.23957, 8.00704, 15.07211, 0.30334, 0.00000

39.23050, 1.73416, -2.92796, 0.24344, 8.00706, 15.07211, 0.29016, 0.00000

39.24384, 1.84726, -2.73004, 0.24705, 8.47805, 14.60111, 0.29016, 0.00000

39.25719, 1.96664, -2.53527, 0.25048, 8.94908, 14.13010, 0.27697, 0.00000

39.27053, 2.09230, -2.34363, 0.25356, 9.42007, 14.13010, 0.26378, 0.00000

39.28387, 2.22111, -2.16142, 0.25646, 9.89106, 13.65910, 0.25059, 0.00000

39.29722, 2.35619, -1.98234, 0.25928, 10.36208, 13.18812, 0.25059, 0.00000

39.31056, 2.49442, -1.81270, 0.26183, 10.36207, 12.71706, 0.23740, 0.00000

39.32391, 2.63580, -1.64934, 0.26420, 10.36207, 12.24608, 0.22421, 0.00000

39.33726, 2.78345, -1.49854, 0.26623, 10.83308, 11.30411, 0.19784, 0.00000

39.35060, 2.93111, -1.35403, 0.26799, 11.30409, 10.36207, 0.17146, 0.00000

39.36395, 3.08190, -1.21894, 0.26948, 11.30408, 9.89108, 0.15827, 0.00000

39.37729, -3.05049, -1.09013, 0.27080, 11.30408, 9.42005, 0.14508, 0.00000

39.39063, -2.89969, -0.97075, 0.27194, 11.30408, 8.94906, 0.11870, 0.00000

39.40398, -2.74889, -0.86080, 0.27300, 11.30408, 8.00708, 0.10551, 0.00000

39.41732, -2.60124, -0.75712, 0.27397, 10.83308, 7.53606, 0.09232, 0.00000

39.43066, -2.45673, -0.65973, 0.27494, 10.83308, 7.53606, 0.09232, 0.00000

39.44401, -2.31221, -0.56549, 0.27582, 10.83307, 7.06502, 0.07914, 0.00000

39.45735, -2.17398, -0.47752, 0.27669, 10.36207, 6.59401, 0.07914, 0.00000

39.47070, -2.04204, -0.39270, 0.27757, 9.89108, 6.12300, 0.07913, 0.00000

39.48404, -1.91323, -0.31416, 0.27845, 9.42009, 5.65199, 0.09232, 0.00000

39.49738, -1.79071, -0.23562, 0.27925, 8.94906, 5.65202, 0.07913, 0.00000

39.51073, -1.67133, -0.16022, 0.28013, 8.94908, 5.65206, 0.07913, 0.00000

39.52407, -1.56137, -0.08796, 0.28083, 8.00706, 5.18101, 0.07913, 0.00000

39.53741, -1.45456, -0.01571, 0.28145, 7.53603, 5.18101, 0.06595, 0.00000

39.55075, -1.35088, 0.05655, 0.28189, 7.53606, 5.18105, 0.05276, 0.00000

39.56410, -1.25664, 0.12881, 0.28215, 7.06509, 5.65209, 0.03957, 0.00000

39.57745, -1.16553, 0.19792, 0.28232, 6.59404, 5.18101, 0.03956, 0.00000

39.59079, -1.08071, 0.27018, 0.28232, 6.12303, 5.18105, 0.01318, 0.00000

39.60413, -0.99903, 0.34558, 0.28224, 6.12303, 5.65202, 0.00000, 0.00000

39.61748, -0.92677, 0.42097, 0.28215, 5.65202, 5.65209, 0.01319, 0.00000

39.63082, -0.85451, 0.49951, 0.28189, 5.18108, 6.12303, 0.00000, 0.00000

39.64417, -0.78854, 0.58119, 0.28145, 4.71004, 6.12303, -0.01318, 0.00000

39.65751, -0.72571, 0.66916, 0.28092, 4.71000, 6.59411, -0.02638, 0.00000

39.67086, -0.66916, 0.76027, 0.28030, 4.23903, 6.59411, -0.02638, 0.00000

39.68420, -0.61575, 0.85766, 0.27960, 3.76801, 7.06513, -0.03957, 0.00000

39.69754, -0.56549, 0.96133, 0.27872, 3.76801, 7.53603, -0.05276, 0.00000

39.71089, -0.51836, 1.07443, 0.27784, 3.29700, 8.47805, -0.05276, 0.00000

39.72423, -0.47438, 1.19066, 0.27678, 2.82606, 8.94917, -0.06595, 0.00000

39.73757, -0.43040, 1.31633, 0.27564, 3.29704, 9.42014, -0.07913, 0.00000

39.75092, -0.39270, 1.44827, 0.27441, 2.82596, 9.89105, -0.09233, 0.00000

39.76426, -0.35814, 1.59279, 0.27309, 2.35502, 10.83307, -0.10551, 0.00000

