
37.92611, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00001, -0.00941, 0.00091, -0.00275, -0.00271, -0.00002, 0.00186, -0.33312, 0.00000, 0.33834, 0.00208, 0.00009, -0.00630, 0.06441, 0.00000, 0.95471, 0.00488, 0.00011, -0.00003, 0.00047, 0.00134, -0.00053, 0.00001, -0.00666, 0.00642, 99.97268, -0.00043, -101.01685, -0.52172, -0.01182, -0.04450, -18.57200, 0.00008, 18.95168, 1.09694, 0.00220, -0.00030, -0.13933, 0.00334, 0.14218, 0.00073, 1.00004
37.93279, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00001, -0.00940, 0.00091, -0.00282, -0.00589, -0.00005, 0.00032, -0.66662, -0.00000, 0.66479, -0.22403, -0.00173, -0.00061, 0.12194, -0.00000, -1.14210, 0.02218, 0.00021, 0.00003, 0.00094, -0.00136, -0.00089, 0.00030, -0.00668, 0.66205, -0.00568, -0.00081, -0.02236, 0.15974, 0.00125, -0.08107, -0.28214, 0.00015, -0.24299, 0.98763, -0.00009, -0.00066, -0.00215, -0.01001, -0.00181, -0.00010, 0.99993
37.93946, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00002, -0.00940, 0.00091, -0.00553, -0.00697, -0.00005, -0.00916, 0.50545, 0.00002, -0.49615, 0.43788, 0.00337, 0.00878, 0.01042, -0.00000, 1.01242, -0.06745, -0.00047, -0.00002, 0.00009, 0.00143, -0.00012, -0.00054, -0.00666, -0.66333, 49.32367, 0.00058, -49.45730, 3.45241, 0.02395, 0.08574, -39.08532, 0.00003, 39.99282, -1.55913, -0.01760, 0.00069, -0.30095, 0.00334, 0.30794, -0.01971, 0.99989
37.94613, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00002, -0.00939, 0.00091, -0.00560, -0.01011, -0.00008, 0.01908, -1.00568, -0.00006, 0.98880, -0.81514, -0.00622, -0.01790, 0.38285, 0.00001, -1.41119, 0.20949, 0.00163, 0.00000, 0.00294, -0.00145, -0.00293, 0.00173, -0.00667, 0.99357, 0.63432, -0.00140, -0.91894, 0.96967, 0.00741, -0.35546, -0.61233, 0.00060, -0.23337, 0.79750, -0.00153, -0.00274, -0.00469, -0.01001, -0.00181, -0.00155, 0.99992
37.95280, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00003, -0.00939, 0.00091, -0.00789, -0.01026, -0.00008, -0.03227, 0.89038, 0.00012, -0.86159, 1.11497, 0.00848, 0.02972, -0.22568, -0.00003, 1.25908, -0.31206, -0.00229, 0.00003, -0.00170, 0.00151, 0.00171, -0.00240, -0.00668, -0.99310, 35.05851, 0.00120, -35.00639, 9.05179, 0.06648, 0.36604, -46.16787, -0.00039, 47.46556, -10.09243, -0.08119, 0.00277, -0.35876, 0.00334, 0.36885, -0.08613, 0.99939
37.95947, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00003, -0.00937, 0.00091, -0.00796, -0.01334, -0.00010, 0.04621, -1.25643, -0.00019, 1.21658, -1.63537, -0.01236, -0.04271, 0.69417, 0.00005, -1.73574, 0.64538, 0.00485, -0.00008, 0.00533, -0.00154, -0.00537, 0.00505, -0.00664, 1.23287, 1.45991, -0.00214, -1.75022, 2.58663, 0.01951, -0.69223, -1.05111, 0.00155, -0.11567, 0.21394, -0.00594, -0.00523, -0.00792, -0.01000, -0.00114, -0.00580, 0.99989
37.96614, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00003, -0.00938, 0.00091, -0.01007, -0.01311, -0.00010, -0.06251, 1.15052, 0.00030, -1.09705, 1.97562, 0.01487, 0.05897, -0.52356, -0.00010, 1.57216, -0.80129, -0.00588, 0.00015, -0.00398, 0.00160, 0.00402, -0.00611, -0.00670, -1.23279, 31.55136, 0.00190, -31.55663, 16.60943, 0.12188, 0.71049, -50.05590, -0.00129, 51.76105, -23.67409, -0.18059, 0.00526, -0.39118, 0.00333, 0.40453, -0.19242, 0.99861
37.97282, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00003, -0.00937, 0.00091, -0.01017, -0.01612, -0.00012, 0.07951, -1.49169, -0.00043, 1.42595, -2.65598, -0.01988, -0.07658, 1.03799, 0.00016, -2.09714, 1.38834, 0.01027, -0.00023, 0.00798, -0.00163, -0.00805, 0.01073, -0.00660, 1.45626, 2.46294, -0.00322, -2.66374, 5.22440, 0.03900, -1.07496, -1.62807, 0.00320, 0.10733, -0.97019, -0.01481, -0.00796, -0.01192, -0.00999, 0.00002, -0.01398, 0.99983
37.97949, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00004, -0.00937, 0.00091, -0.01221, -0.01568, -0.00012, -0.09869, 1.38432, 0.00059, -1.30407, 3.01325, 0.02247, 0.09785, -0.85748, -0.00026, 1.92553, -1.58839, -0.01158, 0.00034, -0.00655, 0.00169, 0.00662, -0.01212, -0.00675, -1.45727, 31.13921, 0.00290, -31.30340, 26.30153, 0.19173, 1.10323, -53.09668, -0.00291, 55.25818, -41.38362, -0.30827, 0.00799, -0.41525, 0.00332, 0.43224, -0.33032, 0.99762
37.98616, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00004, -0.00936, 0.00091, -0.01236, -0.01860, -0.00014, 0.11860, -1.73365, -0.00079, 1.64064, -3.88080, -0.02879, -0.12065, 1.41242, 0.00038, -2.49342, 2.48267, 0.01816, -0.00045, 0.01087, -0.00171, -0.01095, 0.01910, -0.00654, 1.68678, 3.70700, -0.00475, -3.76776, 9.23214, 0.06828, -1.50393, -2.40590, 0.00576, 0.48912, -3.06001, -0.03029, -0.01090, -0.01694, -0.00997, 0.00189, -0.02750, 0.99973
37.99283, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00005, -0.00936, 0.00091, -0.01439, -0.01802, -0.00014, -0.14074, 1.61990, 0.00102, -1.51173, 4.23599, 0.03131, 0.14748, -1.22284, -0.00055, 2.31456, -2.71557, -0.01966, 0.00060, -0.00938, 0.00178, 0.00946, -0.02075, -0.00681, -1.68879, 31.86702, 0.00430, -32.25406, 38.00156, 0.27488, 1.54457, -56.01062, -0.00542, 58.68970, -62.68306, -0.45974, 0.01094, -0.43598, 0.00331, 0.45702, -0.49331, 0.99646
37.99950, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00005, -0.00935, 0.00091, -0.01460, -0.02082, -0.00016, 0.16368, -1.99132, -0.00129, 1.87018, -5.32137, -0.03912, -0.17605, 1.82066, 0.00075, -2.92778, 3.96774, 0.02874, -0.00076, 0.01400, -0.00180, -0.01409, 0.03044, -0.00646, 1.93349, 5.29559, -0.00682, -5.17685, 15.14132, 0.11100, -1.98467, -3.48954, 0.00943, 1.12648, -6.55538, -0.05589, -0.01404, -0.02343, -0.00995, 0.00488, -0.04860, 0.99957
38.00618, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00006, -0.00935, 0.00091, -0.01666, -0.02011, -0.00015, -0.18900, 1.86701, 0.00160, -1.73015, 5.65296, 0.04141, 0.20904, -1.62085, -0.00102, 2.74052, -4.21860, -0.03032, 0.00095, -0.01246, 0.00186, 0.01253, -0.03230, -0.00690, -1.93570, 33.21704, 0.00617, -33.88614, 51.65026, 0.37062, 2.03981, -59.13486, -0.00903, 62.40659, -87.37083, -0.63301, 0.01411, -0.45565, 0.00329, 0.48120, -0.67677, 0.99518
38.01285, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00006, -0.00934, 0.00091, -0.01697, -0.02275, -0.00017, 0.21517, -2.26987, -0.00195, 2.12006, -6.99050, -0.05094, -0.24402, 2.26808, 0.00133, -3.40576, 5.88163, 0.04223, -0.00114, 0.01740, -0.00188, -0.01747, 0.04501, -0.00635, 2.20134, 7.38601, -0.00949, -7.04537, 23.76679, 0.17275, -2.52521, -5.04759, 0.01440, 2.17539, -12.28583, -0.09740, -0.01741, -0.03210, -0.00992, 0.00965, -0.08086, 0.99934
38.01952, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00006, -0.00935, 0.00091, -0.01908, -0.02191, -0.00016, -0.24392, 2.12969, 0.00237, -1.96371, 7.26978, 0.05279, 0.28386, -2.05475, -0.00172, 3.20688, -6.12839, -0.04371, 0.00138, -0.01581, 0.00195, 0.01584, -0.04698, -0.00700, -2.20202, 35.06962, 0.00855, -36.09103, 67.32765, 0.47920, 2.59634, -62.68056, -0.01390, 66.64181, -115.49814, -0.82792, 0.01751, -0.47558, 0.00326, 0.50621, -0.87757, 0.99379
38.02619, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00007, -0.00934, 0.00091, -0.01952, -0.02435, -0.00018, 0.27359, -2.57301, -0.00282, 2.39443, -8.89980, -0.06429, -0.32598, 2.76114, 0.00216, -3.93425, 8.26217, 0.05883, -0.00162, 0.02110, -0.00197, -0.02113, 0.06304, -0.00622, 2.49373, 10.22074, -0.01279, -9.60326, 36.38486, 0.26229, -3.13490, -7.35162, 0.02087, 3.88679, -21.63430, -0.16442, -0.02105, -0.04409, -0.00988, 0.01724, -0.13011, 0.99899
38.03286, 0.00000, -0.00942, 0.00091, 0.00000, 0.00000, 0.00000, 0.00007, -0.00934, 0.00091, -0.02172, -0.02334, -0.00018, -0.30609, 2.40922, 0.00334, -2.21429, 9.08510, 0.06541, 0.37347, -2.52794, -0.00271, 3.71771, -8.46950, -0.05995, 0.00191, -0.01945, 0.00203, 0.01943, -0.06499, -0.00713, -2.48972, 37.43185, 0.01140, -38.90017, 85.23589, 0.60169, 3.22237, -66.80676, -0.02016, 71.58919, -147.28972, -1.04545, 0.02117, -0.49660, 0.00322, 0.53301, -1.09349, 0.99232
