0.00004, -3.14159, 3.14159, -0.00059, -0.00059, -0.00000, 0.00000, 0.00000, 0.00000, 5.08278, 5.08278
0.00098, -3.14159, 3.14159, -0.00059, -0.00059, -0.06629, 0.00000, 0.02145, 0.00000, 4.81839, 4.81839
0.00765, 3.14126, 3.14159, -0.00040, -0.00032, -0.12766, 0.00000, 0.04172, 0.00791, 4.72982, 4.72982
0.01433, 3.14070, 3.14159, -0.00010, -0.00006, -0.18765, 0.00000, 0.06158, 0.01582, 4.63707, 5.31731
0.02100, 3.13919, 3.13845, 0.00027, 0.00021, -0.24612, -0.09417, 0.08094, 0.02373, 4.55210, 5.41963
0.02767, 3.13779, 3.13845, 0.00075, 0.00065, -0.30304, -0.09417, 0.09986, 0.03692, 4.46281, 5.32189
0.03434, 3.13649, 3.13845, 0.00133, 0.00117, -0.35839, -0.09417, 0.11831, 0.05274, 4.37542, 5.22436
0.04101, 3.13442, 3.13531, 0.00200, 0.00179, -0.41214, -0.18835, 0.13627, 0.06329, 4.29188, 5.12899
0.04769, 3.13181, 3.13217, 0.00272, 0.00240, -0.46422, -0.28251, 0.15365, 0.07384, 4.21063, 5.03591
0.05436, 3.12964, 3.13217, 0.00355, 0.00320, -0.51459, -0.18834, 0.17059, 0.08966, 4.12896, 4.93903
0.06103, 3.12697, 3.12903, 0.00443, 0.00399, -0.56329, -0.28251, 0.18695, 0.10021, 4.05178, 4.84664
0.06770, 3.12394, 3.12588, 0.00541, 0.00496, -0.61028, -0.37669, 0.20285, 0.11339, 3.97618, 4.75245
0.07437, 3.12064, 3.12274, 0.00645, 0.00592, -0.65551, -0.37669, 0.21820, 0.12394, 3.90281, 4.66050
0.08105, 3.11717, 3.11960, 0.00760, 0.00707, -0.69895, -0.37670, 0.23313, 0.13976, 3.83087, 4.56658
0.08772, 3.11358, 3.11646, 0.00884, 0.00830, -0.74058, -0.47086, 0.24765, 0.15295, 3.76046, 4.47251
