0.00004, -3.14159, 3.14159, -0.00120, -0.00120, -0.00000, 0.00000, 0.00000, 0.00000, 5.08570, 5.08570
0.00098, -3.14159, 3.14159, -0.00120, -0.00120, -0.06633, 0.00000, 0.02146, 0.00000, 4.82116, 4.82116
0.00764, 3.14126, 3.14159, -0.00102, -0.00094, -0.12773, 0.00000, 0.04175, 0.00792, 4.73254, 4.73254
0.01432, 3.14070, 3.14159, -0.00075, -0.00076, -0.18776, 0.00000, 0.06159, 0.01319, 4.63997, 5.33066
0.02099, 3.14001, 3.14159, -0.00039, -0.00050, -0.24633, 0.00000, 0.08096, 0.02111, 4.54942, 5.23619
0.02766, 3.13839, 3.13845, 0.00007, -0.00006, -0.30337, -0.09417, 0.09986, 0.03429, 4.46615, 5.14639
0.03433, 3.13692, 3.13845, 0.00064, 0.00047, -0.35887, -0.09417, 0.11831, 0.05011, 4.37861, 5.24107
0.04101, 3.13474, 3.13531, 0.00127, 0.00100, -0.41276, -0.18835, 0.13621, 0.05801, 4.29549, 5.14781
0.04768, 3.13288, 3.13531, 0.00201, 0.00170, -0.46499, -0.18835, 0.15365, 0.07384, 4.21194, 5.05074
0.05435, 3.13042, 3.13217, 0.00280, 0.00240, -0.51559, -0.28251, 0.17053, 0.08702, 4.13279, 4.95807
0.06102, 3.12754, 3.12903, 0.00370, 0.00328, -0.56450, -0.28251, 0.18693, 0.10021, 4.05520, 4.86358
0.06769, 3.12434, 3.12588, 0.00466, 0.00416, -0.61165, -0.37669, 0.20278, 0.11075, 3.97997, 4.77145
0.07436, 3.12093, 3.12274, 0.00569, 0.00513, -0.65701, -0.37669, 0.21810, 0.12394, 3.90681, 4.67971
0.08104, 3.11738, 3.11960, 0.00682, 0.00628, -0.70057, -0.47086, 0.23301, 0.13712, 3.83505, 4.58597
0.08771, 3.11372, 3.11646, 0.00802, 0.00742, -0.74231, -0.47086, 0.24742, 0.15031, 3.76529, 4.49424
0.09438, 3.11000, 3.11332, 0.00929, 0.00865, -0.78222, -0.47086, 0.26135, 0.16086, 3.69737, 4.40266
0.10105, 3.10624, 3.11018, 0.01064, 0.00997, -0.82030, -0.47086, 0.27485, 0.17404, 3.63110, 4.31104
0.10773, 3.10247, 3.10704, 0.01206, 0.01138, -0.85656, -0.47086, 0.28794, 0.18723, 3.56631, 4.44500
0.11440, 3.09784, 3.10075, 0.01354, 0.01279, -0.89112, -0.56503, 0.30043, 0.19514, 3.50620, 4.35235
0.12107, 3.09345, 3.09761, 0.01507, 0.01428, -0.92372, -0.56504, 0.31253, 0.20569, 3.44547, 4.25705
0.12774, 3.08838, 3.09133, 0.01670, 0.01595, -0.95455, -0.65921, 0.32430, 0.21887, 3.38790, 4.16084
0.13441, 3.08369, 3.08819, 0.01840, 0.01762, -0.98330, -0.65921, 0.33575, 0.22942, 3.32937, 4.06367
0.14108, 3.07928, 3.08504, 0.02013, 0.01930, -1.01004, -0.65920, 0.34676, 0.23733, 3.27278, 3.96845
0.14776, 3.07423, 3.07876, 0.02192, 0.02105, -1.03510, -0.65921, 0.35728, 0.24788, 3.22014, 4.13457
0.15443, 3.06873, 3.07248, 0.02374, 0.02281, -1.05837, -0.75338, 0.36727, 0.25579, 3.17000, 4.03820
0.16110, 3.06375, 3.06934, 0.02565, 0.02475, -1.07945, -0.65920, 0.37717, 0.26370, 3.11734, 3.93468
0.16777, 3.05832, 3.06305, 0.02757, 0.02660, -1.09879, -0.75338, 0.38648, 0.26897, 3.06993, 3.83874
0.17445, 3.05342, 3.05991, 0.02954, 0.02853, -1.11596, -0.75338, 0.39555, 0.27688, 3.02109, 3.73904
0.18112, 3.04806, 3.05363, 0.03156, 0.03056, -1.13147, -0.75338, 0.40427, 0.28479, 2.97566, 3.92733
0.18779, 3.04323, 3.05049, 0.03363, 0.03258, -1.14483, -0.65921, 0.41274, 0.29271, 2.92882, 3.82216
0.19446, 3.03795, 3.04420, 0.03574, 0.03469, -1.15660, -0.75338, 0.42087, 0.29798, 2.88599, 3.71846
0.20113, 3.03233, 3.03792, 0.03792, 0.03689, -1.16670, -0.75338, 0.42876, 0.30853, 2.84351, 3.61257
0.20780, 3.02734, 3.03478, 0.04011, 0.03900, -1.17457, -0.75338, 0.43633, 0.31380, 2.80054, 3.50874
0.21448, 3.02196, 3.02850, 0.04236, 0.04129, -1.18089, -0.75338, 0.44370, 0.32171, 2.76021, 3.71681
0.22115, 3.01717, 3.02535, 0.04466, 0.04357, -1.18506, -0.75338, 0.45096, 0.32962, 2.71809, 3.60191
0.22782, 3.01194, 3.01907, 0.04699, 0.04586, -1.18781, -0.75338, 0.45778, 0.33490, 2.68002, 3.49106
0.23449, 3.00728, 3.01593, 0.04936, 0.04824, -1.18850, -0.65921, 0.46455, 0.34017, 2.63942, 3.37489
0.24116, 3.00217, 3.00965, 0.05176, 0.05061, -1.18786, -0.75338, 0.47091, 0.34808, 2.60348, 3.59333
0.24784, 2.99760, 3.00650, 0.05421, 0.05308, -1.18524, -0.65920, 0.47726, 0.35336, 2.56439, 3.47278
0.25451, 2.99258, 3.00022, 0.05666, 0.05545, -1.18140, -0.75338, 0.48302, 0.35599, 2.53100, 3.36084
0.26118, 2.98809, 2.99708, 0.05917, 0.05800, -1.17565, -0.65921, 0.48889, 0.36390, 2.49381, 3.23927
0.26785, 2.98313, 2.99080, 0.06169, 0.06046, -1.16878, -0.75338, 0.49423, 0.36654, 2.46203, 3.44977
0.27452, 2.97871, 2.98765, 0.06424, 0.06302, -1.16007, -0.65921, 0.49954, 0.37182, 2.42722, 3.33246
0.28120, 2.97468, 2.98451, 0.06681, 0.06557, -1.14973, -0.65921, 0.50468, 0.37445, 2.39363, 3.21637
0.28787, 2.97095, 2.98137, 0.06943, 0.06821, -1.13794, -0.56504, 0.50978, 0.38236, 2.35957, 3.09695
0.29454, 2.96657, 2.97509, 0.07205, 0.07076, -1.12542, -0.65920, 0.51427, 0.38236, 2.33124, 3.29265
0.30121, 2.96259, 2.97195, 0.07472, 0.07348, -1.11139, -0.56504, 0.51888, 0.39027, 2.29903, 3.17722
0.30788, 2.95891, 2.96881, 0.07744, 0.07621, -1.09600, -0.56504, 0.52343, 0.39555, 2.26747, 3.06245
0.31456, 2.95545, 2.96566, 0.08018, 0.07894, -1.07940, -0.56504, 0.52781, 0.40082, 2.23661, 2.94837
0.32123, 2.95216, 2.96252, 0.08296, 0.08175, -1.06167, -0.56503, 0.53214, 0.40610, 2.20567, 3.10867
0.32790, 2.94899, 2.95938, 0.08578, 0.08457, -1.04291, -0.47086, 0.53632, 0.41401, 2.17494, 3.00161
0.33457, 2.94592, 2.95624, 0.08861, 0.08738, -1.02318, -0.47086, 0.54027, 0.41664, 2.14564, 2.89596
