0.00004, 3.13531, 3.13531, 0.00073, 0.00000, 0.00000, 0.00000, 0.00000, 3.13531, 3.13531, 0.00073, 0.00000, 0.00000, 0.00000
0.00037, 3.13531, 3.13531, 0.00073, 0.00000, 0.00000, 0.00000, 33.62400, 3.13531, 3.13531, 0.00073, 0.00000, 0.00000, 0.00000
0.00704, 3.13531, 3.13531, 0.00117, 0.00000, 0.00000, 0.06594, 33.62400, 3.13531, 3.13531, 0.00117, 0.00000, 0.00000, 0.00330
0.01371, 3.13531, 3.13531, 0.00170, 0.00000, 0.00000, 0.07913, 33.62400, 3.13531, 3.13531, 0.00170, 0.00000, 0.00000, 0.00890
0.02038, 3.13217, 3.13217, 0.00232, -0.47094, -0.47094, 0.09232, 33.62400, 3.13217, 3.13217, 0.00232, -0.02354, -0.02354, 0.01632
0.02705, 3.13217, 3.12903, 0.00320, 0.00000, -0.47101, 0.13189, 33.62400, 3.13217, 3.12903, 0.00320, -0.03531, -0.05885, 0.02662
0.03372, 3.12903, 3.12274, 0.00425, -0.47101, -0.94202, 0.15827, 33.62400, 3.12903, 3.12274, 0.00425, -0.06474, -0.12360, 0.03968
0.04040, 3.12274, 3.11960, 0.00548, -0.94202, -0.47101, 0.18464, 33.62400, 3.12274, 3.11960, 0.00548, -0.12654, -0.17951, 0.05544
0.04707, 3.11960, 3.11018, 0.00689, -0.47101, -1.41300, 0.21102, 33.62400, 3.11960, 3.11018, 0.00689, -0.18098, -0.27810, 0.07387
0.05374, 3.11646, 3.10389, 0.00839, -0.47101, -0.94202, 0.22421, 33.62400, 3.11646, 3.10389, 0.00839, -0.23175, -0.37448, 0.09429
0.06041, 3.11018, 3.09447, 0.01015, -0.94199, -1.41303, 0.26378, 33.62400, 3.11018, 3.09447, 0.01015, -0.30422, -0.49330, 0.11769
0.06708, 3.10389, 3.08504, 0.01208, -0.94202, -1.41296, 0.29015, 33.62400, 3.10389, 3.08504, 0.01208, -0.38754, -0.62334, 0.14389
0.07376, 3.09761, 3.07562, 0.01419, -0.94202, -1.41307, 0.31653, 33.62400, 3.09761, 3.07562, 0.01419, -0.47629, -0.75899, 0.16951
0.08043, 3.08819, 3.06305, 0.01657, -1.41303, -1.88397, 0.35610, 33.62400, 3.08819, 3.06305, 0.01657, -0.59129, -0.92098, 0.19617
0.08710, 3.08190, 3.05363, 0.01912, -0.94199, -1.41303, 0.38248, 33.62400, 3.08190, 3.05363, 0.01912, -0.67234, -1.04907, 0.22400
0.09377, 3.07248, 3.04106, 0.02193, -1.41300, -1.88404, 0.42204, 33.62400, 3.07248, 3.04106, 0.02193, -0.78349, -1.18375, 0.25242
0.10044, 3.06619, 3.02535, 0.02493, -0.94199, -2.35498, 0.44842, 33.62400, 3.06619, 3.02535, 0.02493, -0.86261, -1.32171, 0.28113
0.10712, 3.05677, 3.01279, 0.02748, -1.41303, -1.88401, 0.38248, 0.83431, 3.05677, 3.01279, 0.02748, -0.92571, -1.46132, 0.30538
0.11379, 3.04734, 3.00022, 0.03047, -1.41303, -1.88404, 0.44842, 3.58661, 3.04734, 3.00022, 0.03047, -1.00435, -1.55467, 0.32937
0.12046, 3.03792, 2.98765, 0.03355, -1.41296, -1.88397, 0.46161, 3.66139, 3.03792, 2.98765, 0.03355, -1.09075, -1.64843, 0.35323
0.12713, 3.02850, 2.97509, 0.03645, -1.41303, -1.88401, 0.43523, 3.99160, 3.02850, 2.97509, 0.03645, -1.15750, -1.71885, 0.37373
0.13380, 3.02221, 2.96252, 0.03944, -0.94199, -1.88404, 0.44842, 4.19066, 3.02221, 2.96252, 0.03944, -1.19087, -1.77761, 0.39189
0.14048, 3.01279, 2.94996, 0.04252, -1.41303, -1.88404, 0.46161, 4.18641, 3.01279, 2.94996, 0.04252, -1.23110, -1.83053, 0.40822
0.14715, 3.00650, 2.93739, 0.04551, -0.94202, -1.88401, 0.44842, 4.26651, 3.00650, 2.93739, 0.04551, -1.22767, -1.85699, 0.42100
0.15382, 2.99708, 2.92796, 0.04859, -1.41303, -1.41296, 0.46161, 4.06482, 2.99708, 2.92796, 0.04859, -1.24950, -1.87022, 0.43135
0.16049, 2.99080, 2.91854, 0.05158, -0.94199, -1.41303, 0.46161, 4.07378, 2.99080, 2.91854, 0.05158, -1.23687, -1.85329, 0.43784
0.16716, 2.98137, 2.90911, 0.05466, -1.41300, -1.41303, 0.44842, 3.85777, 2.98137, 2.90911, 0.05466, -1.25410, -1.79774, 0.44175
0.17383, 2.97509, 2.89969, 0.05774, -0.94199, -1.41300, 0.44842, 3.86019, 2.97509, 2.89969, 0.05774, -1.23917, -1.74642, 0.44765
0.18051, 2.96881, 2.89027, 0.06073, -0.94202, -1.41300, 0.44842, 3.59813, 2.96881, 2.89027, 0.06073, -1.20816, -1.69722, 0.45061
0.18718, 2.96252, 2.88084, 0.06372, -0.94202, -1.41300, 0.44842, 3.29564, 2.96252, 2.88084, 0.06372, -1.16912, -1.64908, 0.45143
0.19385, 2.95624, 2.87456, 0.06671, -0.94202, -0.94202, 0.44842, 2.97572, 2.95624, 2.87456, 0.06671, -1.12605, -1.57792, 0.45249
0.20052, 2.94996, 2.86513, 0.06961, -0.94202, -1.41303, 0.43523, 2.59428, 2.94996, 2.86513, 0.06961, -1.10452, -1.51880, 0.45237
0.20719, 2.94367, 2.86199, 0.07269, -0.94199, -0.94199, 0.46161, 2.40195, 2.94367, 2.86199, 0.07269, -1.07021, -1.41860, 0.45231
