0.00004, 4.00000, 0.53072, 0.00000
0.00013, 4.00000, 0.53072, 0.00000
0.00680, 4.00000, 0.53090, 0.02637
0.01347, 4.00000, 0.53107, 0.02638
0.02014, 4.00000, 0.53134, 0.03957
0.02682, 4.00000, 0.53160, 0.03957
0.03349, 4.00000, 0.53195, 0.05275
0.04016, -4.00000, 0.53239, 0.07913
0.04683, -4.00000, 0.53239, -0.01318
0.05350, -4.00000, 0.53266, 0.03956
0.06018, -4.00000, 0.53275, 0.01319
0.06685, -4.00000, 0.53283, 0.01319
0.07352, -4.00000, 0.53275, -0.01319
0.08019, -4.00000, 0.53266, -0.01319
0.08686, -4.00000, 0.53257, -0.01319
0.09354, -4.00000, 0.53231, -0.03956
0.10021, -4.00000, 0.53204, -0.03957
0.10688, -4.00000, 0.53169, -0.05276
0.11355, -4.00000, 0.53125, -0.06594
0.12022, -4.00000, 0.53063, -0.09232
0.12690, -4.00000, 0.53011, -0.07914
0.13357, -4.00000, 0.52940, -0.10551
0.14024, -4.00000, 0.52861, -0.11870
0.14691, 4.00000, 0.52782, -0.11870
0.15358, 4.00000, 0.52729, -0.07913
0.16025, 4.00000, 0.52668, -0.09232
0.16693, 4.00000, 0.52615, -0.07914
0.17360, 4.00000, 0.52571, -0.06594
0.18027, 4.00000, 0.52536, -0.05276
0.18694, 4.00000, 0.52509, -0.03956
0.19362, 4.00000, 0.52500, -0.01319
0.20029, 4.00000, 0.52492, -0.01319
0.20696, 4.00000, 0.52500, 0.01319
0.21363, 4.00000, 0.52518, 0.02638
0.22030, 4.00000, 0.52536, 0.02637
0.22698, 4.00000, 0.52571, 0.05276
0.23365, 4.00000, 0.52606, 0.05276
0.24032, 4.00000, 0.52650, 0.06594
0.24699, 4.00000, 0.52703, 0.07913
0.25366, 4.00000, 0.52773, 0.10551
0.26034, 4.00000, 0.52843, 0.10552
0.26701, 4.00000, 0.52923, 0.11870
0.27368, 4.00000, 0.53011, 0.13188
0.28035, 4.00000, 0.53107, 0.14508
0.28702, -4.00000, 0.53213, 0.15827
0.29370, -4.00000, 0.53266, 0.07913
0.30037, -4.00000, 0.53363, 0.14508
0.30704, -4.00000, 0.53433, 0.10551
0.31371, -4.00000, 0.53494, 0.09232
0.32038, -4.00000, 0.53547, 0.07914
0.32706, -4.00000, 0.53600, 0.07913
0.33373, -4.00000, 0.53635, 0.05276
0.34040, -4.00000, 0.53670, 0.05275
0.34707, -4.00000, 0.53688, 0.02638
0.35374, -4.00000, 0.53697, 0.01319
0.36042, -4.00000, 0.53697, 0.00000
0.36709, -4.00000, 0.53688, -0.01319
0.37376, -4.00000, 0.53679, -0.01319
0.38043, -4.00000, 0.53653, -0.03957
0.38710, -4.00000, 0.53626, -0.03956
0.39378, -4.00000, 0.53582, -0.06595
0.40045, -4.00000, 0.53538, -0.06594
0.40712, -4.00000, 0.53477, -0.09232
0.41379, -4.00000, 0.53398, -0.11870
0.42046, -4.00000, 0.53319, -0.11870
0.42714, -4.00000, 0.53231, -0.13189
0.43381, -4.00000, 0.53134, -0.14508
0.44048, -4.00000, 0.53037, -0.14508
0.44715, -4.00000, 0.52940, -0.14508
0.45382, -4.00000, 0.52835, -0.15826
0.46050, 4.00000, 0.52720, -0.17146
0.46717, 4.00000, 0.52641, -0.11870
0.47384, 4.00000, 0.52553, -0.13189
0.48051, 4.00000, 0.52465, -0.13189
0.48718, 4.00000, 0.52386, -0.11870
0.49386, 4.00000, 0.52316, -0.10551
0.50053, 4.00000, 0.52254, -0.09232
0.50720, 4.00000, 0.52201, -0.07913
0.51387, 4.00000, 0.52166, -0.05276
0.52054, 4.00000, 0.52131, -0.05275
0.52722, 4.00000, 0.52113, -0.02638
0.53389, 4.00000, 0.52105, -0.01319
0.54056, 4.00000, 0.52113, 0.01319
0.54723, 4.00000, 0.52131, 0.02638
0.55390, 4.00000, 0.52157, 0.03956
0.56058, 4.00000, 0.52193, 0.05276
0.56725, 4.00000, 0.52236, 0.06594
0.57392, 4.00000, 0.52298, 0.09232
0.58059, 4.00000, 0.52360, 0.09233
0.58726, 4.00000, 0.52430, 0.10551
0.59394, 4.00000, 0.52500, 0.10551
0.60061, 4.00000, 0.52580, 0.11870
0.60728, 4.00000, 0.52668, 0.13189
0.61395, 4.00000, 0.52764, 0.14508
0.62062, 4.00000, 0.52870, 0.15826
0.62730, 4.00000, 0.52975, 0.15827
0.63397, 4.00000, 0.53099, 0.18464
0.64064, -4.00000, 0.53231, 0.19784
0.64731, -4.00000, 0.53310, 0.11870
0.65398, -4.00000, 0.53424, 0.17145
0.66066, -4.00000, 0.53530, 0.15827
0.66733, -4.00000, 0.53609, 0.11870
0.67400, -4.00000, 0.53688, 0.11870
0.68067, -4.00000, 0.53758, 0.10551
0.68734, -4.00000, 0.53820, 0.09232
0.69402, -4.00000, 0.53882, 0.09232
0.70069, -4.00000, 0.53917, 0.05276
0.70736, -4.00000, 0.53952, 0.05276
0.71403, -4.00000, 0.53969, 0.02637
0.72070, -4.00000, 0.53978, 0.01319
0.72738, -4.00000, 0.53978, 0.00000
0.73405, -4.00000, 0.53969, -0.01319
0.74072, -4.00000, 0.53952, -0.02637
0.74739, -4.00000, 0.53926, -0.03957
0.75406, -4.00000, 0.53890, -0.05276
0.76074, -4.00000, 0.53846, -0.06594
0.76741, -4.00000, 0.53785, -0.09232
0.77408, -4.00000, 0.53723, -0.09233
0.78075, -4.00000, 0.53653, -0.10551
0.78742, -4.00000, 0.53574, -0.11870
0.79410, -4.00000, 0.53494, -0.11870
0.80077, -4.00000, 0.53398, -0.14507
0.80744, -4.00000, 0.53301, -0.14508
0.81411, -4.00000, 0.53195, -0.15827
0.82078, -4.00000, 0.53081, -0.17145
0.82745, -4.00000, 0.52967, -0.17146
0.83413, -4.00000, 0.52843, -0.18464
0.84080, 4.00000, 0.52712, -0.19784
0.84747, 4.00000, 0.52615, -0.14508
0.85414, 4.00000, 0.52509, -0.15826
0.86082, 4.00000, 0.52404, -0.15827
0.86749, 4.00000, 0.52316, -0.13189
0.87416, 4.00000, 0.52236, -0.11870
0.88083, 4.00000, 0.52157, -0.11870
0.88750, 4.00000, 0.52096, -0.09232
0.89418, 4.00000, 0.52043, -0.07913
0.90085, 4.00000, 0.51999, -0.05276
0.90752, 4.00000, 0.51964, -0.05275
0.91419, 4.00000, 0.51946, -0.02638
0.92086, 4.00000, 0.51946, 0.00000
0.92754, 4.00000, 0.51946, 0.00000
0.93421, 4.00000, 0.51964, 0.02638
0.94088, 4.00000, 0.51981, 0.02637
0.94755, 4.00000, 0.52017, 0.05276
0.95422, 4.00000, 0.52052, 0.05276
0.96090, 4.00000, 0.52096, 0.06594
0.96757, 4.00000, 0.52157, 0.09232
0.97424, 4.00000, 0.52228, 0.10551
0.98091, 4.00000, 0.52307, 0.11870
0.98758, 4.00000, 0.52386, 0.11870
0.99426, 4.00000, 0.52483, 0.14508
1.00093, 4.00000, 0.52571, 0.13189
1.00760, 4.00000, 0.52676, 0.15827
1.01427, 4.00000, 0.52782, 0.15826
1.02094, 4.00000, 0.52896, 0.17146
1.02762, 4.00000, 0.53028, 0.19783
1.03429, 4.00000, 0.53160, 0.19784
1.04096, -4.00000, 0.53310, 0.22421
1.04763, -4.00000, 0.53398, 0.13189
1.05430, -4.00000, 0.53530, 0.19783
1.06098, -4.00000, 0.53644, 0.17145
1.06765, -4.00000, 0.53741, 0.14508
1.07432, -4.00000, 0.53838, 0.14508
1.08099, -4.00000, 0.53917, 0.11870
1.08766, -4.00000, 0.53996, 0.11870
1.09434, -4.00000, 0.54066, 0.10551
1.10101, -4.00000, 0.54119, 0.07913
1.10768, -4.00000, 0.54163, 0.06595
1.11435, -4.00000, 0.54189, 0.03957
1.12102, -4.00000, 0.54207, 0.02637
1.12769, -4.00000, 0.54216, 0.01319
1.13437, -4.00000, 0.54216, 0.00000
1.14104, -4.00000, 0.54207, -0.01319
1.14771, -4.00000, 0.54189, -0.02637
1.15438, -4.00000, 0.54163, -0.03957
1.16106, -4.00000, 0.54128, -0.05276
1.16773, -4.00000, 0.54075, -0.07913
1.17440, -4.00000, 0.54013, -0.09232
1.18107, -4.00000, 0.53952, -0.09232
1.18774, -4.00000, 0.53882, -0.10552
1.19442, -4.00000, 0.53802, -0.11870
1.20109, -4.00000, 0.53723, -0.11870
1.20776, -4.00000, 0.53635, -0.13188
1.21443, -4.00000, 0.53538, -0.14508
1.22110, -4.00000, 0.53442, -0.14508
1.22778, -4.00000, 0.53327, -0.17146
1.23445, -4.00000, 0.53204, -0.18464
1.24112, -4.00000, 0.53072, -0.19783
1.24779, -4.00000, 0.52940, -0.19784
1.25446, 4.00000, 0.52799, -0.21102
