0.00004, 0.00942, 0.00942, 0.00091, 0.00091, 0.00198, 0.00000, 0.00002, 0.00000, -11.86076, -11.86076
0.00089, 0.00943, 0.00942, 0.00091, 0.00091, -0.15134, 0.00000, -0.05001, 0.00000, -4.75710, -5.17283
0.00756, 0.00866, 0.00942, 0.00054, 0.00047, -0.20970, 0.00000, -0.06996, -0.01319, 3.92066, 3.54011
0.01423, 0.00781, 0.00942, 0.00034, 0.00082, -0.15478, 0.00000, -0.05310, -0.00265, -3.12042, -3.48185
0.02090, 0.00747, 0.00942, 0.00013, 0.00038, -0.19188, 0.00000, -0.06602, -0.01583, 1.72650, 1.38516
0.02757, 0.00706, 0.00942, 0.00000, 0.00056, -0.16566, 0.00000, -0.05824, -0.01056, -1.98409, -2.31348
0.03425, 0.00689, 0.00942, -0.00014, 0.00029, -0.18792, 0.00000, -0.06613, -0.01847, 0.61552, -0.65088
0.04092, 0.00581, 0.00628, -0.00026, 0.00029, -0.17666, -0.09416, -0.06285, -0.00527, 1.42368, 0.16831
0.04759, 0.00508, 0.00628, -0.00036, 0.00021, -0.15495, -0.09416, -0.05607, -0.01846, -0.10530, -1.35213
0.05426, 0.00466, 0.00628, -0.00049, -0.00006, -0.15330, -0.09416, -0.05585, -0.01319, 0.24495, -0.99043
0.06093, 0.00436, 0.00628, -0.00060, -0.00015, -0.14712, -0.09416, -0.05406, -0.02110, -0.26954, -1.49492
0.06761, 0.00417, 0.00628, -0.00076, -0.00041, -0.14767, -0.09416, -0.05454, -0.02110, -0.34911, -1.56015
0.07428, 0.00403, 0.00628, -0.00089, -0.00050, -0.14928, 0.00000, -0.05524, -0.02373, -0.20740, -1.40634
0.08095, 0.00392, 0.00628, -0.00107, -0.00076, -0.14904, 0.00000, -0.05543, -0.02901, -0.65083, -1.83313
0.08762, 0.00298, 0.00314, -0.00129, -0.00103, -0.15504, -0.09417, -0.05752, -0.02901, 2.31178, 1.14877
0.09429, 0.00227, 0.00314, -0.00146, -0.00111, -0.12245, -0.09417, -0.04690, -0.02901, -0.65846, -1.80566
0.10097, 0.00192, 0.00314, -0.00166, -0.00147, -0.12873, -0.09417, -0.04915, -0.03164, 0.61349, -0.51599
0.10764, 0.00163, 0.00314, -0.00186, -0.00164, -0.11844, -0.09417, -0.04596, -0.03428, -0.64469, -1.75632
0.11431, 0.00147, 0.00314, -0.00207, -0.00191, -0.12459, -0.09417, -0.04821, -0.03428, -0.03589, -1.12865
0.12098, 0.00132, 0.00314, -0.00231, -0.00217, -0.12280, 0.00000, -0.04794, -0.03428, -0.75580, -1.82703
0.12765, 0.00036, 0.00000, -0.00255, -0.00243, -0.13086, -0.09417, -0.05068, -0.03956, 2.50457, 1.45555
0.13433, -0.00037, 0.00000, -0.00279, -0.00261, -0.09644, -0.09417, -0.03953, -0.03428, -0.84821, -1.87638
0.14100, -0.00074, 0.00000, -0.00302, -0.00296, -0.10589, -0.09417, -0.04288, -0.03955, 0.74306, -0.26433
0.14767, -0.00105, 0.00000, -0.00327, -0.00323, -0.09458, -0.09417, -0.03954, -0.03956, -0.93373, -1.91795
0.15434, -0.00208, -0.00314, -0.00352, -0.00349, -0.10564, -0.18835, -0.04328, -0.03956, 2.96200, 1.99987
0.16101, -0.00288, -0.00314, -0.00372, -0.00358, -0.06593, -0.09417, -0.03024, -0.03428, -0.69617, -1.64018
0.16769, -0.00327, -0.00314, -0.00396, -0.00402, -0.07409, -0.09417, -0.03330, -0.04219, 0.60824, -0.31432
0.17436, -0.00360, -0.00314, -0.00418, -0.00419, -0.06524, -0.09417, -0.03071, -0.03692, -0.55079, -1.45288
0.18103, -0.00379, -0.00314, -0.00442, -0.00446, -0.07156, -0.09417, -0.03313, -0.03692, -0.01750, -0.89882
0.18770, -0.00396, -0.00314, -0.00467, -0.00472, -0.07091, 0.00000, -0.03334, -0.03692, -0.66344, -1.52194
0.19437, -0.00494, -0.00628, -0.00493, -0.00498, -0.07914, -0.09417, -0.03622, -0.04219, 2.56460, 1.72931
0.20105, -0.00569, -0.00628, -0.00516, -0.00516, -0.04531, -0.09417, -0.02530, -0.03428, -0.71602, -1.52983
0.20772, -0.00607, -0.00628, -0.00537, -0.00542, -0.05442, -0.09417, -0.02846, -0.03692, 1.02713, 0.23164
0.21439, -0.00639, -0.00628, -0.00557, -0.00560, -0.04079, -0.09417, -0.02417, -0.03428, -0.60947, -1.38640
0.22106, -0.00656, -0.00628, -0.00578, -0.00586, -0.04857, -0.09417, -0.02699, -0.03428, 0.19497, -0.56299
0.22773, -0.00672, -0.00628, -0.00599, -0.00604, -0.04584, 0.00000, -0.02629, -0.03164, -0.42017, -1.15930
0.23441, -0.00768, -0.00942, -0.00622, -0.00630, -0.05159, -0.09417, -0.02826, -0.03428, 2.60354, 1.88481
0.24108, -0.00841, -0.00942, -0.00640, -0.00639, -0.01796, -0.09417, -0.01716, -0.02901, -0.30745, -1.00982
0.24775, -0.00877, -0.00942, -0.00657, -0.00666, -0.02244, -0.09417, -0.01872, -0.03164, 0.91075, 0.22349
0.25442, -0.00906, -0.00942, -0.00671, -0.00674, -0.01105, -0.09417, -0.01495, -0.02637, -0.12419, -0.79850
