0.00004, 2.09438, -3.14159, 0.00065, 0.00240, 0.10686, 0.00000, -0.00108, 0.00000, 5.09858, 5.09858
0.00100, 0.99263, -3.14159, 0.00121, 0.00240, 0.30797, 0.00000, 0.01824, 0.00000, 4.82455, 4.82455
0.00765, 0.01416, -3.14159, 0.00176, 0.00258, 0.38387, 0.00000, 0.03977, 0.00529, 4.72862, 4.72862
0.01431, -0.78090, -3.14159, 0.00232, 0.00284, 0.17132, 0.00000, 0.05998, 0.01322, 4.63323, 5.45006
0.02097, -1.39745, -3.14159, 0.00287, 0.00311, -0.19563, 0.00000, 0.08027, 0.02115, 4.53740, 5.34916
0.02762, -1.86416, -3.14473, 0.00349, 0.00355, -0.57596, -0.09441, 0.10222, 0.03436, 4.43913, 5.24244
0.03428, -2.21177, -3.14473, 0.00417, 0.00408, -0.91932, -0.09441, 0.12452, 0.05022, 4.33329, 5.12646
0.04093, -2.46965, -3.14788, 0.00488, 0.00460, -1.21167, -0.18880, 0.14554, 0.06080, 4.23560, 5.01863
0.04759, -2.65969, -3.14788, 0.00563, 0.00522, -1.45450, -0.18880, 0.16452, 0.07137, 4.14512, 4.91632
0.05425, -2.80043, -3.15102, 0.00647, 0.00601, -1.65579, -0.28321, 0.18155, 0.08723, 4.06531, 4.82130
0.06090, -2.90486, -3.15416, 0.00734, 0.00680, -1.82326, -0.28319, 0.19688, 0.09780, 3.99290, 4.73368
0.06756, -2.98263, -3.15730, 0.00828, 0.00768, -1.96306, -0.37760, 0.21100, 0.10838, 3.92579, 4.64968
0.07422, -3.04079, -3.16044, 0.00932, 0.00874, -2.07970, -0.37760, 0.22445, 0.12424, 3.86122, 4.56482
0.08087, -3.08453, -3.16358, 0.01042, 0.00979, -2.17647, -0.47201, 0.23742, 0.13745, 3.79854, 4.48186
0.08753, -3.11766, -3.16673, 0.01159, 0.01094, -2.25585, -0.47199, 0.25020, 0.14803, 3.73636, 4.62522
