660.46710, 3.00126, -0.14448, 0.06653, -0.01844, -0.00135
660.46790, 2.79174, -0.01389, 0.02959, 0.02707, -0.00135
660.47455, 2.61348, 0.07917, 0.17639, 0.03430, -0.00399
660.48120, 2.47819, 0.14157, 0.34612, 0.04403, -0.00399
660.48785, 2.38423, 0.18237, 0.52967, 0.05074, -0.00399
660.49451, 2.32436, 0.20872, 0.72087, 0.05214, -0.00529
660.50116, 2.29093, 0.22564, 0.91580, 0.04838, -0.00529
660.50781, 2.27741, 0.23645, 1.11479, 0.03931, -0.00264
660.51453, 2.27949, 0.24329, 1.31802, 0.02578, -0.00529
660.52118, 2.29394, 0.24755, 1.52555, 0.00905, -0.00793
660.52783, 2.31659, 0.25019, 1.73666, -0.00974, -0.00529
660.53448, 2.34614, 0.25176, 1.95191, -0.02982, -0.00793
660.54114, 2.38073, 0.25264, 2.17071, -0.05042, -0.01057
660.54779, 2.41990, 0.25308, 2.39340, -0.07097, -0.01057
660.55444, 2.46243, 0.25324, 2.61903, -0.09112, -0.01057
660.56110, 2.50741, 0.25323, 2.84657, -0.11066, -0.01322
660.56775, 2.55419, 0.25309, 3.07452, -0.12949, -0.01586
660.57440, 2.60227, 0.25289, 3.30161, -0.14741, -0.01586
660.58105, 2.65216, 0.25263, 3.52836, -0.16442, -0.01850
660.58771, 2.70335, 0.25233, 3.75297, -0.18052, -0.02115
660.59436, 2.75546, 0.25202, 3.97368, -0.19571, -0.02379
660.60101, 2.80821, 0.25170, 4.18883, -0.21001, -0.02379
660.60767, 2.86138, 0.25134, 4.39687, -0.22365, -0.02908
660.61432, 2.91570, 0.25100, 4.59943, -0.23630, -0.02908
660.62097, 2.96991, 0.25068, 4.79149, -0.24828, -0.02908
660.62762, 3.02487, 0.25033, 4.97551, -0.25964, -0.03172
660.63428, 3.07943, 0.25000, 5.14647, -0.27044, -0.03172
660.64093, 3.13453, 0.24965, 5.30758, -0.28072, -0.03172
660.64764, -3.09414, 0.24933, 5.45391, -0.29057, -0.03172
660.65430, -3.03920, 0.24899, 5.58929, -0.29996, -0.03436
660.66095, -2.98494, 0.24867, 5.70891, -0.30902, -0.03172
660.66760, -2.93033, 0.24834, 5.81711, -0.31767, -0.03436
660.67426, -2.87644, 0.24803, 5.90917, -0.32608, -0.03172
660.68091, -2.82315, 0.24774, 5.98559, -0.33416, -0.03172
660.68756, -2.77037, 0.24745, 6.04721, -0.34198, -0.02908
660.69421, -2.71894, 0.24717, 6.09011, -0.34975, -0.02908
660.70087, -2.66763, 0.24690, 6.12078, -0.35709, -0.02643
660.70752, -2.61740, 0.24667, 6.13496, -0.36413, -0.02379
660.71417, -2.56800, 0.24643, 6.13437, -0.37103, -0.02379
660.72083, -2.51928, 0.24622, 6.12054, -0.37751, -0.02115
660.72748, -2.47108, 0.24602, 6.09475, -0.38360, -0.01850
660.73413, -2.42424, 0.24584, 6.05346, -0.38964, -0.01586
660.74078, -2.37844, 0.24567, 5.99883, -0.39538, -0.01586
660.74744, -2.33436, 0.24554, 5.92819, -0.40092, -0.01057
660.75409, -2.29064, 0.24540, 5.84954, -0.40599, -0.01057
660.76074, -2.24908, 0.24529, 5.75404, -0.41104, -0.00793
660.76740, -2.20817, 0.24520, 5.65046, -0.41544, -0.00529
660.77411, -2.16870, 0.24516, 5.53557, -0.41945, 0.00000
660.78076, -2.13030, 0.24515, 5.41207, -0.42297, 0.00264
660.78741, -2.09362, 0.24516, 5.27718, -0.42635, 0.00793
660.79407, -2.05820, 0.24519, 5.13404, -0.42931, 0.01057
660.80072, -2.02371, 0.24523, 4.98548, -0.43195, 0.01322
660.80737, -1.99084, 0.24531, 4.82810, -0.43420, 0.01586
660.81403, -1.95913, 0.24545, 4.66514, -0.43582, 0.02115
660.82068, -1.92828, 0.24560, 4.49898, -0.43710, 0.02379
660.82733, -1.89991, 0.24578, 4.32084, -0.43834, 0.02908
660.83398, -1.87240, 0.24599, 4.14072, -0.43906, 0.03436
660.84064, -1.84645, 0.24625, 3.95512, -0.43936, 0.03965
660.84729, -1.82161, 0.24652, 3.76709, -0.43949, 0.03965
660.85394, -1.79851, 0.24681, 3.57343, -0.43938, 0.04494
660.86060, -1.77664, 0.24713, 3.37748, -0.43894, 0.04758
660.86725, -1.75659, 0.24750, 3.17630, -0.43827, 0.05287
660.87390, -1.73785, 0.24789, 2.97334, -0.43728, 0.05551
660.88055, -1.72002, 0.24828, 2.77111, -0.43623, 0.05815
660.88721, -1.70377, 0.24869, 2.56599, -0.43504, 0.06080
660.89386, -1.68958, 0.24915, 2.35563, -0.43363, 0.06608
660.90057, -1.67592, 0.24961, 2.14921, -0.43206, 0.06608
660.90723, -1.66449, 0.25010, 1.93736, -0.43046, 0.06873
660.91388, -1.65370, 0.25058, 1.72921, -0.42882, 0.07137
660.92053, -1.64429, 0.25108, 1.52097, -0.42706, 0.07401
660.92719, -1.63678, 0.25157, 1.31071, -0.42552, 0.07137
660.93384, -1.63060, 0.25208, 1.10165, -0.42387, 0.07401
660.94049, -1.62536, 0.25257, 0.89535, -0.42233, 0.07137
660.94714, -1.62168, 0.25308, 0.68978, -0.42075, 0.07401
660.95380, -1.62001, 0.25357, 0.48449, -0.41938, 0.07137
