691.12805, 2.99236, -0.12216, 0.06909, -0.01890, -0.00182
691.12891, 2.77348, 0.02668, 0.03677, 0.02859, -0.00182
691.13556, 2.58619, 0.13277, 0.18921, 0.03931, -0.00182
691.14221, 2.44279, 0.20391, 0.36506, 0.05276, -0.00182
691.14886, 2.34095, 0.25043, 0.55432, 0.06263, -0.00182
691.15552, 2.27433, 0.28052, 0.75092, 0.06626, 0.00000
691.16217, 2.23508, 0.29983, 0.95113, 0.06361, -0.00264
691.16882, 2.21729, 0.31217, 1.15569, 0.05473, -0.00264
691.17548, 2.21543, 0.32000, 1.36444, 0.04081, -0.00264
691.18213, 2.22531, 0.32494, 1.57738, 0.02315, -0.00264
691.18878, 2.24467, 0.32797, 1.79508, 0.00294, -0.00529
691.19543, 2.27099, 0.32981, 2.01731, -0.01871, -0.00264
691.20209, 2.30241, 0.33089, 2.24360, -0.04099, -0.00264
691.20874, 2.33758, 0.33145, 2.47334, -0.06351, -0.00529
691.21545, 2.37637, 0.33171, 2.70685, -0.08564, -0.00529
691.22211, 2.41867, 0.33175, 2.94421, -0.10709, -0.00529
691.22876, 2.46268, 0.33166, 3.18209, -0.12776, -0.00793
691.23541, 2.50881, 0.33152, 3.42103, -0.14735, -0.00793
691.24207, 2.55645, 0.33133, 3.65905, -0.16593, -0.00793
691.24872, 2.60519, 0.33113, 3.89436, -0.18334, -0.00793
691.25537, 2.65470, 0.33091, 4.12535, -0.19984, -0.00793
691.26202, 2.70472, 0.33067, 4.35053, -0.21548, -0.00793
691.26868, 2.75596, 0.33046, 4.57116, -0.22997, -0.00793
691.27533, 2.80806, 0.33024, 4.78530, -0.24362, -0.00793
691.28198, 2.86072, 0.33005, 4.99120, -0.25631, -0.00793
691.28864, 2.91374, 0.32985, 5.18742, -0.26835, -0.00793
691.29529, 2.96696, 0.32968, 5.37271, -0.27962, -0.00529
691.30194, 3.02025, 0.32952, 5.54612, -0.29023, -0.00529
691.30859, 3.07353, 0.32939, 5.70691, -0.30029, -0.00264
691.31525, 3.12674, 0.32926, 5.85448, -0.30987, -0.00264
691.32190, -3.10337, 0.32915, 5.98839, -0.31903, 0.00000
691.32855, -3.05045, 0.32904, 6.10837, -0.32782, 0.00000
691.33521, -2.99772, 0.32897, 6.21431, -0.33609, 0.00264
691.34186, -2.94518, 0.32889, 6.30618, -0.34413, 0.00264
691.34857, -2.89287, 0.32884, 6.38410, -0.35174, 0.00529
691.35522, -2.84170, 0.32878, 6.44377, -0.35944, 0.00529
691.36188, -2.79050, 0.32874, 6.49126, -0.36662, 0.00793
691.36853, -2.74027, 0.32872, 6.52210, -0.37368, 0.00793
691.37518, -2.69080, 0.32874, 6.53768, -0.38032, 0.01322
691.38184, -2.64195, 0.32880, 6.53936, -0.38659, 0.01586
691.38849, -2.59360, 0.32887, 6.52828, -0.39251, 0.02115
691.39514, -2.54659, 0.32896, 6.50077, -0.39843, 0.02379
691.40179, -2.50060, 0.32908, 6.45894, -0.40391, 0.02908
691.40845, -2.45540, 0.32927, 6.40498, -0.40883, 0.03436
691.41510, -2.41082, 0.32947, 6.34049, -0.41346, 0.03701
691.42175, -2.36764, 0.32971, 6.26183, -0.41786, 0.04229
691.42841, -2.32553, 0.33000, 6.17158, -0.42169, 0.05022
691.43506, -2.28516, 0.33030, 6.06702, -0.42557, 0.05287
691.44171, -2.24607, 0.33063, 5.95138, -0.42905, 0.05551
691.44836, -2.20794, 0.33100, 5.82726, -0.43208, 0.06080
691.45502, -2.17052, 0.33138, 5.69669, -0.43466, 0.06344
691.46167, -2.13456, 0.33180, 5.55620, -0.43692, 0.06608
691.46832, -2.10062, 0.33225, 5.40341, -0.43903, 0.07137
691.47504, -2.06721, 0.33273, 5.24749, -0.44061, 0.07401
691.48169, -2.03513, 0.33321, 5.08453, -0.44202, 0.07666
691.48834, -2.00495, 0.33371, 4.91180, -0.44337, 0.07930
691.49500, -1.97614, 0.33421, 4.73296, -0.44444, 0.07930
691.50165, -1.94834, 0.33476, 4.55088, -0.44500, 0.08194
691.50830, -1.92218, 0.33529, 4.36232, -0.44561, 0.08194
691.51495, -1.89722, 0.33585, 4.17038, -0.44579, 0.08459
691.52161, -1.87310, 0.33644, 3.97752, -0.44559, 0.08723
691.52826, -1.85053, 0.33704, 3.78011, -0.44531, 0.08987
691.53491, -1.82999, 0.33764, 3.57569, -0.44504, 0.08987
691.54156, -1.80997, 0.33825, 3.37359, -0.44438, 0.09252
691.54822, -1.79219, 0.33883, 3.16407, -0.44406, 0.08987
691.55487, -1.77507, 0.33943, 2.95683, -0.44336, 0.08987
691.56152, -1.75934, 0.34004, 2.74775, -0.44253, 0.08987
691.56818, -1.74554, 0.34062, 2.53414, -0.44193, 0.08723
691.57483, -1.73310, 0.34118, 2.31975, -0.44136, 0.08459
691.58148, -1.72162, 0.34174, 2.10716, -0.44069, 0.08459
691.58813, -1.71175, 0.34232, 1.89314, -0.43987, 0.08459
691.59479, -1.70300, 0.34288, 1.68072, -0.43906, 0.08194
691.60150, -1.69597, 0.34340, 1.46739, -0.43854, 0.07930
691.60815, -1.69015, 0.34393, 1.25634, -0.43793, 0.07930
691.61481, -1.68516, 0.34446, 1.04929, -0.43720, 0.07930
691.62146, -1.68165, 0.34496, 0.84388, -0.43668, 0.07401
691.62811, -1.68010, 0.34543, 0.63948, -0.43631, 0.07137
691.63477, -1.67991, 0.34590, 0.43772, -0.43599, 0.07137
691.64142, -1.68070, 0.34632, 0.23854, -0.43588, 0.06608
691.64807, -1.68219, 0.34675, 0.04119, -0.43566, 0.06344
691.65472, -1.68593, 0.34716, -0.15572, -0.43566, 0.06080
691.66138, -1.69043, 0.34757, -0.36560, -0.39015, 0.06080
691.66803, -1.69643, 0.34815, -0.57541, -0.34650, 0.05815
691.67468, -1.70351, 0.34882, -0.78512, -0.30501, 0.05815
691.68134, -1.71225, 0.34954, -0.99509, -0.26585, 0.05551
691.68799, -1.72305, 0.35024, -1.20570, -0.22927, 0.05287
691.69464, -1.73450, 0.35096, -1.41622, -0.19493, 0.05022
691.70129, -1.74729, 0.35165, -1.62710, -0.16300, 0.04758
691.70795, -1.76190, 0.35233, -1.83883, -0.13312, 0.04758
691.71460, -1.77785, 0.35298, -2.05100, -0.10545, 0.04494
691.72125, -1.79476, 0.35359, -2.26310, -0.07980, 0.04494
691.72797, -1.81325, 0.35417, -2.47586, -0.05598, 0.04229
691.73462, -1.83287, 0.35470, -2.68848, -0.03414, 0.03965
691.74127, -1.85419, 0.35521, -2.90187, -0.01384, 0.03701
691.74792, -1.87673, 0.35571, -3.11498, 0.00502, 0.03701
691.75458, -1.90016, 0.35616, -3.32672, 0.02231, 0.03436
691.76123, -1.92509, 0.35661, -3.53838, 0.03838, 0.03436
691.76788, -1.95110, 0.35702, -3.74854, 0.05309, 0.03436
691.77454, -1.97877, 0.35744, -3.95869, 0.06677, 0.03436
691.78119, -2.00762, 0.35785, -4.16710, 0.07945, 0.03436
691.78784, -2.03731, 0.35822, -4.37224, 0.09101, 0.03436
691.79449, -2.06848, 0.35860, -4.57608, 0.10175, 0.03436
691.80115, -2.10069, 0.35898, -4.77672, 0.11172, 0.03701
691.80780, -2.13454, 0.35932, -4.97619, 0.12069, 0.03436
691.81445, -2.16954, 0.35967, -5.17226, 0.12904, 0.03436
691.82111, -2.20535, 0.35999, -5.36310, 0.13661, 0.03436
691.82776, -2.24261, 0.36031, -5.55131, 0.14366, 0.03436
691.83441, -2.28090, 0.36064, -5.73460, 0.15022, 0.03436
691.84106, -2.31988, 0.36094, -5.91119, 0.15615, 0.03436
