0.00004, -3.14159, -0.08820, -0.00000, 0.00000, 0.00000, 3.10109, 0.00000, 1.00000
0.00096, -3.14159, -0.08820, -0.07824, 0.02531, 0.00000, 3.10109, 0.00000, 1.00000
0.00762, 3.14119, -0.08806, -0.15089, 0.04922, 0.00264, 3.10264, 0.93013, 1.00000
0.01429, 3.14054, -0.08787, -0.22193, 0.07256, 0.00264, 3.10477, 0.93077, 1.00000
0.02097, 3.13972, -0.08762, -0.29126, 0.09527, 0.00528, 3.10757, 0.93161, 1.00000
0.02763, 3.13879, -0.08730, -0.35888, 0.11734, 0.01055, 3.11111, 0.93267, 1.00000
0.03430, 3.13779, -0.08693, -0.42481, 0.13868, 0.01583, 3.11509, 0.93386, 1.00000
0.04097, 3.13674, -0.08655, -0.48907, 0.15926, 0.01846, 3.11930, 0.93512, 1.00000
0.04764, 3.13566, -0.08613, -0.55170, 0.17906, 0.02638, 3.12398, 0.93653, 1.00000
0.05431, 3.13458, -0.08568, -0.61271, 0.19804, 0.03166, 3.12892, 0.93800, 1.00000
0.06098, 3.13349, -0.08522, -0.67215, 0.21615, 0.03429, 3.13396, 0.93952, 1.00000
0.06765, 3.13241, -0.08473, -0.73005, 0.23345, 0.03957, 3.13940, 0.94115, 1.00000
0.07433, 3.13135, -0.08418, -0.78643, 0.24999, 0.04748, 3.14539, 0.94294, 1.00000
0.08099, 3.13030, -0.08361, -0.84131, 0.26573, 0.05276, 3.15170, 0.94483, 1.00000
0.08766, 3.12926, -0.08302, -0.89471, 0.28064, 0.05803, 3.15817, 0.94677, 1.00000
0.09433, 3.12826, -0.08243, -0.94666, 0.29471, 0.06331, 3.16469, 0.94873, 1.00000
0.10101, 3.12727, -0.08181, -0.99717, 0.30807, 0.06858, 3.17158, 0.95080, 1.00000
0.10767, 3.12631, -0.08113, -1.04624, 0.32082, 0.07386, 3.17902, 0.95303, 1.00000
0.11434, 3.12538, -0.08046, -1.09387, 0.33278, 0.07649, 3.18642, 0.95524, 1.00000
0.12101, 3.12447, -0.07976, -1.14007, 0.34412, 0.08178, 3.12590, 0.93710, 1.00000
0.12768, 3.12359, -0.07902, -1.18482, 0.35497, 0.08968, 3.13091, 0.93860, 1.00000
0.13435, 3.12274, -0.07827, -1.22811, 0.36513, 0.09233, 3.13589, 0.94010, 1.00000
0.14103, 3.12192, -0.07747, -1.26993, 0.37494, 0.09759, 3.14128, 0.94171, 1.00000
0.14769, 3.12113, -0.07667, -1.31026, 0.38416, 0.10288, 3.14668, 0.94333, -2.00000
0.15436, 3.12037, -0.07590, -1.34910, 0.39266, 0.10287, 3.15186, 0.94488, -2.00000
0.16103, 3.11963, -0.07515, -1.38644, 0.40052, 0.10024, 3.15687, 0.94639, -2.00000
0.16770, 3.11893, -0.07442, -1.42228, 0.40782, 0.10023, 3.16177, 0.94785, -2.00000
0.17437, 3.11825, -0.07371, -1.45662, 0.41461, 0.09497, 3.16658, 0.94930, -2.00000
0.18104, 3.11761, -0.07304, -1.48945, 0.42078, 0.08968, 3.17110, 0.95065, -2.00000
0.18771, 3.11700, -0.07239, -1.52078, 0.42643, 0.08705, 3.17542, 0.95195, -2.00000
0.19438, 3.11641, -0.07180, -1.55062, 0.43146, 0.08177, 3.17938, 0.95313, -2.00000
0.20105, 3.11586, -0.07122, -1.57897, 0.43621, 0.07914, 3.18332, 0.95431, -2.00000
0.20772, 3.11533, -0.07070, -1.60584, 0.44031, 0.07122, 3.18679, 0.95536, -2.00000
0.21439, 3.11484, -0.07020, -1.63125, 0.44413, 0.06859, 3.19019, 0.95637, -2.00000
0.22106, 3.11437, -0.06977, -1.65521, 0.44734, 0.06067, 3.21553, 0.96397, -2.00000
0.22773, 3.11393, -0.06935, -1.67775, 0.45030, 0.05804, 3.21451, 0.96366, -2.00000
0.23440, 3.11352, -0.06898, -1.69889, 0.45288, 0.05012, 3.21360, 0.96339, -2.00000
0.24107, 3.11314, -0.06868, -1.71866, 0.45498, 0.04485, 3.21285, 0.96317, -2.00000
0.24774, 3.11278, -0.06841, -1.73709, 0.45678, 0.03693, 3.21220, 0.96297, -2.00000
0.25441, 3.11245, -0.06817, -1.75423, 0.45837, 0.03429, 3.21161, 0.96279, -2.00000
0.26108, 3.11214, -0.06799, -1.77010, 0.45961, 0.02638, 3.21114, 0.96266, -2.00000
0.26775, 3.11186, -0.06786, -1.78477, 0.46044, 0.01847, 3.21084, 0.96257, -2.00000
0.27442, 3.11160, -0.06778, -1.79828, 0.46103, 0.01319, 3.21065, 0.96251, -2.00000
0.28109, 3.11137, -0.06773, -1.81067, 0.46146, 0.00791, 3.21052, 0.96247, -2.00000
0.28776, 3.11116, -0.06770, -1.82198, 0.46182, 0.00264, 3.21044, 0.96244, -2.00000
0.29443, 3.11096, -0.06771, -1.83227, 0.46194, -0.00264, 3.21046, -0.96245, -1.00000
0.30110, 3.11079, -0.06775, -1.84158, 0.46193, -0.00528, 3.21056, -0.96248, -1.00000
0.30777, 3.11063, -0.06780, -1.84997, 0.46185, -0.00791, 3.21070, -0.96252, -1.00000
0.31444, 3.11049, -0.06791, -1.85749, 0.46155, -0.01319, 3.21095, -0.96260, -1.00000
0.32111, 3.11037, -0.06804, -1.86420, 0.46114, -0.01847, 3.21128, -0.96270, -1.00000
0.32778, 3.11026, -0.06819, -1.87014, 0.46068, -0.02110, 3.21165, -0.96281, -1.00000
0.33445, 3.11016, -0.06838, -1.87538, 0.46002, -0.02638, 3.21213, -0.96295, -1.00000
0.34112, 3.11008, -0.06861, -1.87997, 0.45926, -0.03165, 3.21268, -0.96312, -1.00000
0.34779, 3.11001, -0.06888, -1.88398, 0.45826, -0.03693, 3.21336, -0.96332, -1.00000
0.35446, 3.10995, -0.06919, -1.88747, 0.45716, -0.04220, 3.21412, -0.96355, -1.00000
0.36113, 3.10990, -0.06952, -1.89046, 0.45602, -0.04748, 3.21493, -0.96379, -1.00000
0.36780, 3.10986, -0.06990, -1.89304, 0.45471, -0.05275, 3.21585, -0.96407, -1.00000
0.37447, 3.10983, -0.07031, -1.89524, 0.45331, -0.05803, 3.18945, -0.95615, -1.00000
0.38114, 3.10980, -0.07073, -1.89709, 0.45192, -0.06067, 3.18659, -0.95530, -1.00000
0.38781, 3.10978, -0.07120, -1.89867, 0.45035, -0.06595, 3.18344, -0.95435, -1.00000
0.39448, 3.10976, -0.07170, -1.90000, 0.44874, -0.07122, 3.18009, -0.95334, -1.00000
0.40115, 3.10975, -0.07221, -1.90112, 0.44713, -0.07386, 3.17662, -0.95230, -1.00000
0.40782, 3.10974, -0.07278, -1.90206, 0.44537, -0.07913, 3.17285, -0.95117, -1.00000
0.41449, 3.10974, -0.07333, -1.90286, 0.44377, -0.08177, 3.16911, -0.95006, -1.00000
0.42116, 3.10974, -0.07395, -1.90356, 0.44189, -0.08704, 3.16495, -0.94881, -1.00000
0.42783, 3.10974, -0.07458, -1.90417, 0.44012, -0.08969, 3.16075, -0.94755, 2.00000
0.43450, 3.10974, -0.07517, -1.90469, 0.43865, -0.08968, 3.15675, -0.94635, 2.00000
0.44117, 3.10974, -0.07578, -1.90515, 0.43720, -0.08969, 3.15266, -0.94512, 2.00000
0.44784, 3.10975, -0.07636, -1.90554, 0.43600, -0.08968, 3.14874, -0.94395, 2.00000
0.45451, 3.10975, -0.07690, -1.90584, 0.43520, -0.08178, 3.14515, -0.94287, 2.00000
0.46118, 3.10975, -0.07743, -1.90608, 0.43445, -0.07913, 3.14156, -0.94180, 2.00000
0.46785, 3.10976, -0.07793, -1.90624, 0.43396, -0.07650, 3.13819, -0.94079, 2.00000
0.47452, 3.10977, -0.07838, -1.90631, 0.43385, -0.06858, 3.13520, -0.93989, 2.00000
0.48119, 3.10977, -0.07882, -1.90630, 0.43376, -0.06595, 3.13222, -0.93899, 2.00000
0.48786, 3.10978, -0.07920, -1.90619, 0.43411, -0.06067, 3.12969, -0.93824, 2.00000
0.49453, 3.10979, -0.07953, -1.90597, 0.43470, -0.05276, 3.12747, -0.93757, 2.00000
0.50120, 3.10980, -0.07983, -1.90564, 0.43543, -0.04748, 3.12544, -0.93696, 2.00000
0.50787, 3.10981, -0.08008, -1.90519, 0.43644, -0.04221, 3.19060, -0.95650, 2.00000
0.51454, 3.10982, -0.08027, -1.90460, 0.43779, -0.03165, 3.18857, -0.95589, 2.00000
0.52121, 3.10983, -0.08041, -1.90387, 0.43931, -0.02638, 3.18701, -0.95542, 2.00000
0.52788, 3.10984, -0.08052, -1.90301, 0.44090, -0.02110, 3.18575, -0.95504, 2.00000
0.53455, 3.10986, -0.08059, -1.90200, 0.44270, -0.01319, 3.18504, -0.95483, 2.00000
0.54122, 3.10987, -0.08062, -1.90086, 0.44458, -0.00791, 3.18469, -0.95472, 2.00000
0.54789, 3.10989, -0.08060, -1.89958, 0.44667, -0.00264, 3.18493, -0.95480, 2.00000
0.55456, 3.10991, -0.08054, -1.89815, 0.44882, 0.00264, 3.18554, 0.95498, 1.00000
0.56123, 3.10993, -0.08043, -1.89657, 0.45117, 0.01055, 3.18676, 0.95535, 1.00000
0.56790, 3.10996, -0.08028, -1.89486, 0.45358, 0.01583, 3.18837, 0.95583, 1.00000
0.57457, 3.10998, -0.08012, -1.89302, 0.45595, 0.02110, 3.19021, 0.95638, 1.00000
0.58124, 3.11001, -0.07987, -1.89102, 0.45866, 0.02901, 3.12518, 0.93688, 1.00000
0.58791, 3.11004, -0.07960, -1.88890, 0.46130, 0.03429, 3.12696, 0.93742, 1.00000
0.59458, 3.11007, -0.07930, -1.88664, 0.46402, 0.03956, 3.12904, 0.93804, 1.00000
0.60125, 3.11010, -0.07896, -1.88427, 0.46673, 0.04484, 3.13130, 0.93872, 1.00000
0.60792, 3.11013, -0.07857, -1.88177, 0.46956, 0.05275, 3.13390, 0.93950, 1.00000
0.61459, 3.11017, -0.07815, -1.87916, 0.47240, 0.05540, 3.13672, 0.94034, 1.00000
0.62126, 3.11020, -0.07768, -1.87643, 0.47536, 0.06330, 3.13989, 0.94130, 1.00000
0.62793, 3.11024, -0.07717, -1.87360, 0.47832, 0.06859, 3.14329, 0.94231, 1.00000
0.63460, 3.11028, -0.07661, -1.87065, 0.48141, 0.07649, 3.14706, 0.94344, 1.00000
0.64127, 3.11032, -0.07602, -1.86760, 0.48449, 0.08177, 3.15105, 0.94464, 1.00000
0.64794, 3.11037, -0.07540, -1.86446, 0.48748, 0.08704, 3.15518, 0.94588, -2.00000
0.65461, 3.11041, -0.07481, -1.86126, 0.49013, 0.08705, 3.15917, 0.94707, -2.00000
0.66128, 3.11046, -0.07420, -1.85803, 0.49271, 0.08968, 3.16329, 0.94831, -2.00000
0.66795, 3.11050, -0.07361, -1.85478, 0.49498, 0.08705, 3.16726, 0.94950, -2.00000
0.67462, 3.11055, -0.07303, -1.85154, 0.49698, 0.08440, 3.17112, 0.95066, -2.00000
